dataset,path,label,split,video_id,frame_num,width,height,channels,brightness_mean,contrast_std,saturation_mean,sharpness_laplacian_var,edge_density,entropy_bits,jpeg_bytes
original,testing/flip/0004_000000027.jpg,flip,testing,0004,27,1080,1920,3,0.4467398878146938,0.22064968847153432,0.25026925419087387,303.1982674554184,0.062183641975308644,7.143242638269621,300314
original,testing/flip/0005_000000003.jpg,flip,testing,0005,3,1080,1920,3,0.5604640125726217,0.25392862658837884,0.169074722751755,480.55467428531284,0.08530864197530864,7.17185837509705,340970
original,testing/flip/0005_000000008.jpg,flip,testing,0005,8,1080,1920,3,0.5539249765492618,0.2520085113831463,0.17025815291394336,664.3303223534427,0.09540123456790124,7.167160157792696,391868
original,testing/flip/0005_000000018.jpg,flip,testing,0005,18,1080,1920,3,0.5232558986171628,0.2553695148109001,0.18997428740014524,448.52657119246305,0.058479938271604935,7.36730176835298,308646
original,testing/flip/0005_000000023.jpg,flip,testing,0005,23,1080,1920,3,0.46851341420055675,0.2386259084452784,0.21873710398511256,486.0209182069592,0.06838734567901235,7.286563870381609,330245
original,testing/flip/0005_000000028.jpg,flip,testing,0005,28,1080,1920,3,0.43472216926894214,0.23916147671187316,0.24014447735112562,410.70121048948096,0.054421296296296294,7.161591597641077,285560
original,testing/flip/0006_000000001.jpg,flip,testing,0006,1,1080,1920,3,0.521104977986565,0.2745155054342625,0.17039841291454855,553.1822833311901,0.059459876543209875,7.262738566324331,291943
original,testing/flip/0006_000000006.jpg,flip,testing,0006,6,1080,1920,3,0.5229403727154442,0.2740032524159621,0.17110849181493584,533.3664341478052,0.056442901234567903,7.263543253402325,299163
original,testing/flip/0006_000000008.jpg,flip,testing,0006,8,1080,1920,3,0.522892716654563,0.2741212144849633,0.17313443135741952,540.1439581260836,0.05767746913580247,7.294977990819772,303318
original,testing/flip/0006_000000012.jpg,flip,testing,0006,12,1080,1920,3,0.521286668255265,0.27184865725934504,0.17975788814754295,466.45925152600364,0.055030864197530865,7.296250484520245,297542
original,testing/flip/0006_000000021.jpg,flip,testing,0006,21,1080,1920,3,0.5014418289306464,0.27149346626453363,0.19691368615347374,405.11143225094304,0.05635030864197531,7.435295761014431,296033
original,testing/flip/0006_000000022.jpg,flip,testing,0006,22,1080,1920,3,0.49888541477547804,0.26916457736745975,0.20040807877935127,403.8566342783112,0.057777777777777775,7.429986162664491,303494
original,testing/flip/0006_000000024.jpg,flip,testing,0006,24,1080,1920,3,0.49311535682946017,0.2656166067851412,0.20801860740438152,409.585692384688,0.0636111111111111,7.390674730986005,318268
original,testing/flip/0006_000000025.jpg,flip,testing,0006,25,1080,1920,3,0.49237839468349065,0.26389229711998086,0.21170599582425562,411.8098643246433,0.06460648148148149,7.360123948702251,325771
original,testing/flip/0006_000000030.jpg,flip,testing,0006,30,1080,1920,3,0.5223199777596224,0.23972101298496057,0.21234418875574923,391.3406396985382,0.08058641975308642,7.068827965017725,331852
original,testing/flip/0007_000000008.jpg,flip,testing,0007,8,1080,1920,3,0.5576123366013072,0.2564221543918027,0.18097818892217382,50.138888888888886,0.02084104938271605,7.316683597231654,224327
original,testing/flip/0007_000000018.jpg,flip,testing,0007,18,1080,1920,3,0.5261349949316146,0.2567772489856771,0.19359180018458,200.83585648856644,0.04952932098765432,7.374024966518493,258520
original,testing/flip/0007_000000024.jpg,flip,testing,0007,24,1080,1920,3,0.4637544613138465,0.23530473180326988,0.23468824323710966,423.0957483662337,0.06412037037037037,7.2706592395259,308434
original,testing/flip/0008_000000005.jpg,flip,testing,0008,5,1080,1920,3,0.5543223795691116,0.26209004294612204,0.1756775769335512,767.3685934918458,0.08626543209876543,7.294939030017302,370051
original,testing/flip/0008_000000007.jpg,flip,testing,0008,7,1080,1920,3,0.5551607264433551,0.26444944164246625,0.1766370544359719,789.7789581660926,0.08652006172839506,7.317949356169576,373446
original,testing/flip/0008_000000023.jpg,flip,testing,0008,23,1080,1920,3,0.47317019751573464,0.23021245579916308,0.22796778171145002,677.6605347029321,0.08832561728395062,7.209824030746515,384376
original,testing/flip/0008_000000026.jpg,flip,testing,0008,26,1080,1920,3,0.46445222857661583,0.23483145320644455,0.23197755726519,481.6514829984353,0.07106481481481482,7.222932165863059,329842
original,testing/flip/0008_000000029.jpg,flip,testing,0008,29,1080,1920,3,0.46864324240498667,0.23887214978367843,0.23654085345557976,408.2329699216369,0.06207561728395062,7.194111178588398,314723
original,testing/flip/0009_000000007.jpg,flip,testing,0009,7,1080,1920,3,0.5520158897664004,0.276726531354147,0.1722709978667393,659.6807453665599,0.0679783950617284,7.360672293889941,343905
original,testing/flip/0009_000000016.jpg,flip,testing,0009,16,1080,1920,3,0.5036518208363592,0.2624415652948611,0.19635579687121762,482.4894113768266,0.056157407407407406,7.3966388398977205,297366
original,testing/flip/0009_000000019.jpg,flip,testing,0009,19,1080,1920,3,0.47790647694262894,0.2518877443050927,0.21040410539215687,486.647251314348,0.06032407407407407,7.3650445705511505,305602
original,testing/flip/0009_000000020.jpg,flip,testing,0009,20,1080,1920,3,0.462070720996732,0.24105210267892044,0.22208175608206246,526.9015476417825,0.06864197530864198,7.266341448445997,321938
original,testing/flip/0009_000000023.jpg,flip,testing,0009,23,1080,1920,3,0.4459431168300654,0.23301501549284945,0.2354068570715323,497.77478278838737,0.06682870370370371,7.209208715058628,325291
original,testing/flip/0009_000000025.jpg,flip,testing,0009,25,1080,1920,3,0.46010811357722103,0.23628119737214245,0.234176667271847,383.64704010767935,0.05567901234567901,7.185339797657976,291198
original,testing/flip/0009_000000026.jpg,flip,testing,0009,26,1080,1920,3,0.46411965550108936,0.23545156028920483,0.23824628003207454,365.8948328760264,0.05459104938271605,7.184215920845291,282037
original,testing/flip/0010_000000004.jpg,flip,testing,0010,4,1080,1920,3,0.5504354007806826,0.277165625862678,0.16802353395061728,563.7895260416071,0.06049382716049383,7.4251651931408436,320635
original,testing/flip/0010_000000008.jpg,flip,testing,0010,8,1080,1920,3,0.5370638994795449,0.27438993287172775,0.17036527739954005,438.96991549205296,0.05624228395061728,7.40322706245769,281506
original,testing/flip/0010_000000009.jpg,flip,testing,0010,9,1080,1920,3,0.5332164181644881,0.2710648048133483,0.17177372306947472,432.0687349963325,0.0551929012345679,7.406225272578714,286436
original,testing/flip/0010_000000012.jpg,flip,testing,0010,12,1080,1920,3,0.4911145001210361,0.25317200184280364,0.1904362177741467,440.6643382485044,0.05599537037037037,7.401683224372498,295819
original,testing/flip/0010_000000013.jpg,flip,testing,0010,13,1080,1920,3,0.4826004466987412,0.24915930020293983,0.1969468897512709,436.9603730037699,0.05810185185185185,7.369476641995898,298636
original,testing/flip/0010_000000021.jpg,flip,testing,0010,21,1080,1920,3,0.45222666273299444,0.2320966870097538,0.23320063430464777,428.5488036774477,0.058410493827160494,7.256790421327052,305868
original,testing/flip/0011_000000006.jpg,flip,testing,0011,6,1080,1920,3,0.5661236591473009,0.20357004473588694,0.1890726727033406,1111.533823112902,0.10287037037037038,6.881715929391669,423169
original,testing/flip/0011_000000014.jpg,flip,testing,0011,14,1080,1920,3,0.5409047124636892,0.21534389467677323,0.22271520023904623,790.4420964484739,0.0878317901234568,7.028291950742949,374146
original,testing/flip/0011_000000023.jpg,flip,testing,0011,23,1080,1920,3,0.5367850040093197,0.2218497967339014,0.2447008101851852,295.9146741252763,0.05450617283950617,7.0080991378319855,262844
original,testing/flip/0011_000000026.jpg,flip,testing,0011,26,1080,1920,3,0.5376026764100702,0.22503105788060473,0.2424261396302348,570.9840316224066,0.06177469135802469,6.980984080089703,315652
original,testing/flip/0011_000000027.jpg,flip,testing,0011,27,1080,1920,3,0.5391653352699104,0.22511565900285016,0.24060152467622853,568.4588098707682,0.06236882716049383,6.976828522953737,318809
original,testing/flip/0012_000000007.jpg,flip,testing,0012,7,1080,1920,3,0.5846391139403293,0.20967339360015005,0.1839631520818204,959.6155596419659,0.08083333333333333,6.678167895953589,363090
original,testing/flip/0012_000000008.jpg,flip,testing,0012,8,1080,1920,3,0.5829559485445412,0.21007454556784305,0.18544825329823286,935.6005979745371,0.08057098765432098,6.7042416657781665,358495
original,testing/flip/0012_000000016.jpg,flip,testing,0012,16,1080,1920,3,0.5693272437061244,0.2045528714796319,0.20503661719317356,679.9272137487974,0.08362654320987654,6.903887270422602,353889
original,testing/flip/0012_000000022.jpg,flip,testing,0012,22,1080,1920,3,0.5588224155016944,0.21031301415088338,0.22792895182764464,645.6677815955552,0.06623456790123457,6.881374431723341,334438
original,testing/flip/0012_000000025.jpg,flip,testing,0012,25,1080,1920,3,0.5628195995219075,0.21053707069494873,0.22436694731905107,712.0989251109181,0.07199074074074074,6.85560411407128,344453
original,testing/flip/0012_000000029.jpg,flip,testing,0012,29,1080,1920,3,0.562451699043815,0.2111785097420285,0.2237786401597676,934.8118176152168,0.07155092592592592,6.891747476742527,364135
original,testing/flip/0012_000000030.jpg,flip,testing,0012,30,1080,1920,3,0.561143094892278,0.21243100520987093,0.22624708567840718,1008.6891160836167,0.07157407407407407,6.908205654684329,375278
original,testing/flip/0013_000000008.jpg,flip,testing,0013,8,1080,1920,3,0.5864258105634229,0.20513155939134375,0.1829559107207698,914.8140373397252,0.07848765432098766,6.98003676222683,353641
original,testing/flip/0013_000000011.jpg,flip,testing,0013,11,1080,1920,3,0.571784589839022,0.2023159959692058,0.19018798036189785,964.2843170760459,0.08196759259259259,6.966267382261293,370570
original,testing/flip/0013_000000013.jpg,flip,testing,0013,13,1080,1920,3,0.5634139112049141,0.20647971273008642,0.20215965035705638,970.9806084432989,0.07695987654320988,6.961220549304047,373662
original,testing/flip/0013_000000015.jpg,flip,testing,0013,15,1080,1920,3,0.5586873543784798,0.20743430969322302,0.20776084407528442,968.805214734737,0.07281635802469136,6.955913674953674,371445
original,testing/flip/0013_000000022.jpg,flip,testing,0013,22,1080,1920,3,0.5592353773299443,0.20569307343343946,0.222763191040305,605.4442724479285,0.06445216049382715,6.875797674893535,317182
original,testing/flip/0014_000000003.jpg,flip,testing,0014,3,1080,1920,3,0.5892796387073348,0.19620853803684152,0.1755348640613653,1073.8005216534614,0.08438271604938272,6.886716722460399,388290
original,testing/flip/0014_000000004.jpg,flip,testing,0014,4,1080,1920,3,0.5897358425623336,0.1963875501790337,0.17525444996671508,1091.8171362425103,0.0844675925925926,6.883946726384997,389498
original,testing/flip/0014_000000006.jpg,flip,testing,0014,6,1080,1920,3,0.5896767618312757,0.1960967085208653,0.17561157256112322,1084.3971608295587,0.08304012345679013,6.89338432610745,390291
original,testing/flip/0014_000000009.jpg,flip,testing,0014,9,1080,1920,3,0.5884466382231905,0.19771484382191806,0.17842151378298232,984.7172765143938,0.08152006172839506,6.947179617554774,378304
original,testing/flip/0014_000000010.jpg,flip,testing,0014,10,1080,1920,3,0.5881779022179859,0.19748688546262563,0.17950483576918422,941.4227278877433,0.0819212962962963,6.960511332972977,374134
original,testing/flip/0014_000000012.jpg,flip,testing,0014,12,1080,1920,3,0.5850814440359478,0.19918632422461327,0.18434914556100218,863.652886073007,0.07834876543209876,6.9923153952229375,364506
original,testing/flip/0014_000000013.jpg,flip,testing,0014,13,1080,1920,3,0.5832145515613653,0.19983376024708216,0.18754593507927864,822.6263808369889,0.07619598765432099,6.998346123483096,362832
original,testing/flip/0014_000000014.jpg,flip,testing,0014,14,1080,1920,3,0.5799151404774873,0.2001398592977093,0.1916137417544178,768.6350845416453,0.0730787037037037,6.999060764026227,353336
original,testing/flip/0014_000000016.jpg,flip,testing,0014,16,1080,1920,3,0.563500803755144,0.2009728815891222,0.2046067216624304,746.0574832127701,0.07251543209876543,6.973657130647239,348270
original,testing/flip/0014_000000019.jpg,flip,testing,0014,19,1080,1920,3,0.5462056270424838,0.20520312327297952,0.22421715194565478,729.3340993634259,0.07442901234567902,6.989789644766965,356777
original,testing/flip/0014_000000020.jpg,flip,testing,0014,20,1080,1920,3,0.5467822107237956,0.20205928304979123,0.2280548633805374,688.4202958604229,0.06881944444444445,6.98297890852366,342647
original,testing/flip/0015_000000011.jpg,flip,testing,0015,11,1080,1920,3,0.5541081911159526,0.24072312704728804,0.21255728410191238,732.1687377566658,0.06978395061728396,7.165629765825127,322209
original,testing/flip/0015_000000019.jpg,flip,testing,0015,19,1080,1920,3,0.5456060559640522,0.23192042217339773,0.23592264660493828,748.9415119453495,0.07550154320987654,7.172925156530322,347264
original,testing/flip/0015_000000021.jpg,flip,testing,0015,21,1080,1920,3,0.5496282982328734,0.22389950354305999,0.2416160073983297,788.3155620879415,0.06806327160493827,7.151344440724134,347482
original,testing/flip/0015_000000023.jpg,flip,testing,0015,23,1080,1920,3,0.5681805650114984,0.22030618377858216,0.23247188937303315,604.4644342749175,0.050354938271604935,7.006293847616991,294838
original,testing/flip/0015_000000029.jpg,flip,testing,0015,29,1080,1920,3,0.5672044942205278,0.22220503628688418,0.23659598916727184,525.9513706790124,0.04587962962962963,6.943039664885513,274995
original,testing/flip/0016_000000004.jpg,flip,testing,0016,4,1080,1920,3,0.5611150485657226,0.21989026634986306,0.2140822950708061,899.7158664475094,0.06415895061728395,6.96340875259757,346910
original,testing/flip/0016_000000006.jpg,flip,testing,0016,6,1080,1920,3,0.5616526132443719,0.2199956361371856,0.21167201305676592,878.5725517946363,0.0636111111111111,6.953133747610402,345792
original,testing/flip/0016_000000008.jpg,flip,testing,0016,8,1080,1920,3,0.5593492155349794,0.21818401555248854,0.2120474310094408,778.91342550583,0.06435185185185185,6.947780381617683,324434
original,testing/flip/0016_000000013.jpg,flip,testing,0016,13,1080,1920,3,0.5479890821683612,0.2160709462138344,0.22501948680706851,327.258183820528,0.055949074074074075,7.0521774002467215,272056
original,testing/flip/0016_000000026.jpg,flip,testing,0016,26,1080,1920,3,0.5308749262436456,0.21817728089743438,0.25195245930162186,367.7759015941144,0.06577160493827161,7.087709054025068,295369
original,testing/flip/0017_000000015.jpg,flip,testing,0017,15,1080,1920,3,0.5491452149146695,0.22042424748633302,0.2143211900114984,827.0408672124463,0.09659722222222222,7.0916403323309565,368764
original,testing/flip/0017_000000017.jpg,flip,testing,0017,17,1080,1920,3,0.5395567848281289,0.21826822227465215,0.2263723542271847,721.6963820063635,0.0854783950617284,7.056534775598754,345162
original,testing/flip/0018_000000003.jpg,flip,testing,0018,3,1080,1920,3,0.5656460262345678,0.21719853908333805,0.20513985528625028,733.8805675582992,0.09968364197530864,6.980354309125188,361824
original,testing/flip/0018_000000004.jpg,flip,testing,0018,4,1080,1920,3,0.5645629425381263,0.2202248532515062,0.2041955110748003,883.3370653254077,0.0984645061728395,6.9896934135617945,382520
original,testing/flip/0018_000000012.jpg,flip,testing,0018,12,1080,1920,3,0.5631766332304526,0.2231457734057899,0.1985862098311547,729.6396200617284,0.08920524691358024,7.081521296089316,342757
original,testing/flip/0018_000000019.jpg,flip,testing,0018,19,1080,1920,3,0.5479949864590898,0.22402493524941128,0.21494734552771727,886.6609227763965,0.0898070987654321,7.093911949227548,372095
original,testing/flip/0018_000000020.jpg,flip,testing,0018,20,1080,1920,3,0.5443798887224642,0.22421478377379325,0.2206885193506415,815.5770084947394,0.0844753086419753,7.08048767090126,356400
original,testing/flip/0019_000000014.jpg,flip,testing,0019,14,1080,1920,3,0.5626089702856452,0.21907852284337326,0.19382931455761315,1050.540253391251,0.09472993827160493,6.955932224867537,397370
original,testing/flip/0019_000000025.jpg,flip,testing,0019,25,1080,1920,3,0.5227952618161462,0.22230565194228122,0.24121891642459453,860.4061387152778,0.07830246913580247,7.139437941632178,355971
original,testing/flip/0020_000000010.jpg,flip,testing,0020,10,1080,1920,3,0.5678005647089083,0.20585799000495006,0.197814565177923,530.718731831502,0.09329475308641975,7.003639060136308,317242
original,testing/flip/0020_000000012.jpg,flip,testing,0020,12,1080,1920,3,0.5633497185911401,0.20760595814953273,0.20503309390885985,377.28104411430945,0.08814043209876543,7.07487565755018,296504
original,testing/flip/0020_000000015.jpg,flip,testing,0020,15,1080,1920,3,0.5523512636922052,0.20860866651779844,0.2130570760711692,713.8880922839506,0.09046296296296297,7.0988372322108875,345509
original,testing/flip/0020_000000019.jpg,flip,testing,0020,19,1080,1920,3,0.5340784691963205,0.21593858958937295,0.23496901665758896,844.7825812747677,0.07840277777777778,7.116172403760185,364176
original,testing/flip/0020_000000020.jpg,flip,testing,0020,20,1080,1920,3,0.527504574785161,0.21836084313233595,0.24392468341503268,855.9152495879415,0.07643518518518519,7.13412413256804,369548
original,testing/flip/0020_000000023.jpg,flip,testing,0020,23,1080,1920,3,0.5372911976519003,0.20787167829737407,0.25094447470346165,458.4005952100957,0.05432098765432099,7.0292342203916025,290434
original,testing/flip/0021_000000011.jpg,flip,testing,0021,11,1080,1920,3,0.5604410951494796,0.21163313731911557,0.19228614250484144,1007.7185680035793,0.0885108024691358,6.99263879983838,400631
original,testing/flip/0021_000000014.jpg,flip,testing,0021,14,1080,1920,3,0.5546087414518277,0.21427771394249512,0.2010358323499153,943.7575869826794,0.08695216049382716,7.067298449125904,392182
original,testing/flip/0021_000000015.jpg,flip,testing,0021,15,1080,1920,3,0.5542170063241346,0.21328191190795484,0.2027455424685306,773.8019245425145,0.08420524691358025,7.091524842115578,363764
original,testing/flip/0021_000000027.jpg,flip,testing,0021,27,1080,1920,3,0.531265190026628,0.2115077223753914,0.24543594355180345,592.1413810298902,0.07108796296296296,7.014567529781835,325315
original,testing/flip/0022_000000010.jpg,flip,testing,0022,10,1080,1920,3,0.575713997443113,0.2034568371440869,0.1933269014009925,460.499489550945,0.08332561728395062,6.927761415850789,298448
original,testing/flip/0022_000000020.jpg,flip,testing,0022,20,1080,1920,3,0.5526511797234326,0.212873284125162,0.22960679730997338,622.9536446110898,0.06851080246913581,6.9573456752762155,320603
original,testing/flip/0024_000000017.jpg,flip,testing,0024,17,1080,1920,3,0.5950662142943597,0.18948739177560747,0.13820896499031712,724.3781430326338,0.07299382716049382,6.808909435371159,335577
original,testing/flip/0024_000000019.jpg,flip,testing,0024,19,1080,1920,3,0.564340703295207,0.1928671386433359,0.16812739802711207,785.7265704330036,0.0729783950617284,6.835589022045816,357505
original,testing/flip/0024_000000021.jpg,flip,testing,0024,21,1080,1920,3,0.5500319781076011,0.19421684566448066,0.18886419942205276,819.387882937469,0.07623456790123456,6.809258860833794,364455
original,testing/flip/0026_000000010.jpg,flip,testing,0026,10,1080,1920,3,0.5718841930676591,0.21052993230968273,0.15608419004175744,903.0506569929673,0.0915817901234568,7.138002928709196,380840
original,testing/flip/0026_000000016.jpg,flip,testing,0026,16,1080,1920,3,0.5393488543179618,0.20476188243946153,0.18959390885984023,957.3995200316622,0.08167438271604938,6.98713621655921,387661
original,testing/flip/0026_000000018.jpg,flip,testing,0026,18,1080,1920,3,0.5434581026083273,0.1981828054616289,0.1872004206003389,780.1686053155008,0.07891203703703703,6.872096286732351,358150
original,testing/flip/0027_000000016.jpg,flip,testing,0027,16,1080,1920,3,0.5369356636558945,0.20814153746845337,0.19614692644032922,696.3376341542353,0.07598765432098765,6.938489084381314,350785
original,testing/flip/0027_000000018.jpg,flip,testing,0027,18,1080,1920,3,0.5324154941297506,0.20768119621081393,0.20914436955337692,684.380086988395,0.0665432098765432,6.902407602466694,343499
original,testing/flip/0027_000000019.jpg,flip,testing,0027,19,1080,1920,3,0.5347947417392883,0.20756751471768706,0.20900678180222707,519.3480245196521,0.06430555555555556,6.80768804776401,318197
original,testing/flip/0028_000000015.jpg,flip,testing,0028,15,1080,1920,3,0.5881553592501816,0.20918282624137124,0.15566010802469135,815.4913285300926,0.07487654320987654,7.056119067660726,348082
original,testing/flip/0028_000000019.jpg,flip,testing,0028,19,1080,1920,3,0.5567943729575163,0.20581349363656606,0.18000567356572258,846.0671183979553,0.07443672839506173,6.954796020254845,360168
original,testing/flip/0028_000000024.jpg,flip,testing,0028,24,1080,1920,3,0.5508916197651901,0.20578256484022817,0.19404022179859598,590.7018045381205,0.06295524691358025,6.8423593130804825,303772
original,testing/flip/0029_000000021.jpg,flip,testing,0029,21,1080,1920,3,0.5691344653988138,0.2035479897786542,0.1669132039003873,764.1987274174573,0.06996913580246913,7.005009234776461,344207
original,testing/flip/0029_000000024.jpg,flip,testing,0029,24,1080,1920,3,0.5506536987866134,0.19943556293941278,0.18515849862321473,892.1947569129492,0.0770679012345679,6.944847970779639,373918
original,testing/flip/0029_000000025.jpg,flip,testing,0029,25,1080,1920,3,0.5524248744250786,0.19831265233905773,0.1863040482782619,832.2687485510975,0.0730246913580247,6.8759485141573045,362539
original,testing/flip/0029_000000027.jpg,flip,testing,0029,27,1080,1920,3,0.5522585311516582,0.19711082305363453,0.19080244076797387,463.6039021990145,0.06604166666666667,6.789710891576316,304285
original,testing/flip/0030_000000003.jpg,flip,testing,0030,3,1080,1920,3,0.5482207849189058,0.20620875353313986,0.21380831858206245,680.6154181905863,0.07380401234567902,7.0552517843729845,349007
original,testing/flip/0030_000000006.jpg,flip,testing,0030,6,1080,1920,3,0.5496882886256355,0.20531868041081,0.21124343757564754,671.5212998065629,0.07463734567901234,7.037511429067088,350265
original,testing/flip/0030_000000009.jpg,flip,testing,0030,9,1080,1920,3,0.5518542309670782,0.20460849837597017,0.21016857865831517,605.0269617338724,0.07547839506172839,7.010505634095319,332483
original,testing/flip/0030_000000012.jpg,flip,testing,0030,12,1080,1920,3,0.5520036991648511,0.2039077635687318,0.2099038689935851,585.9944069099128,0.07462962962962963,7.001286286984552,330822
original,testing/flip/0030_000000019.jpg,flip,testing,0030,19,1080,1920,3,0.5508266933702494,0.20010503285392536,0.20815527982026144,509.0509594612102,0.06892746913580247,6.9288880748293895,311805
original,testing/flip/0030_000000027.jpg,flip,testing,0030,27,1080,1920,3,0.5501495192598644,0.20146536617003172,0.20608431296901475,598.0030758053626,0.06767746913580247,6.861066000768369,333203
original,testing/flip/0030_000000031.jpg,flip,testing,0030,31,1080,1920,3,0.5619142062303317,0.2012075145394856,0.19288012133865892,479.56067849579904,0.06506172839506173,6.884213815090156,304349
original,testing/flip/0030_000000038.jpg,flip,testing,0030,38,1080,1920,3,0.5982244727366255,0.20512729649943934,0.14795308906741708,596.5873164606671,0.06792438271604938,6.87559617633611,324725
original,testing/flip/0031_000000018.jpg,flip,testing,0031,18,1080,1920,3,0.6071524449285888,0.19696194281663712,0.1287309235808521,841.304324893309,0.08405864197530864,6.888720865766032,362585
original,testing/flip/0031_000000020.jpg,flip,testing,0031,20,1080,1920,3,0.591403180600944,0.19420917668259097,0.1397512670963447,807.4520623990245,0.07878858024691358,6.944935741673627,342261
original,testing/flip/0031_000000028.jpg,flip,testing,0031,28,1080,1920,3,0.5565911307038247,0.19711890733942952,0.1842641650024207,426.73768983333093,0.06498456790123457,6.817392301686553,297907
original,testing/flip/0032_000000010.jpg,flip,testing,0032,10,1080,1920,3,0.597312588885863,0.1961635871068945,0.13796246747155655,784.2842722619932,0.0862037037037037,6.926666384129021,347376
original,testing/flip/0033_000000016.jpg,flip,testing,0033,16,1080,1920,3,0.6058036700405471,0.18616019305160564,0.1265804984416606,734.4803658335596,0.0800462962962963,6.749937016608809,347847
original,testing/flip/0033_000000021.jpg,flip,testing,0033,21,1080,1920,3,0.5564332296961995,0.1938742392521528,0.18178093795388528,811.9528805340626,0.07672839506172839,6.707144641229862,364569
original,testing/flip/0034_000000015.jpg,flip,testing,0034,15,1080,1920,3,0.5679100153564512,0.20165085999733673,0.18325217864923748,289.28431062093955,0.04054783950617284,6.778392436807584,231599
original,testing/flip/0034_000000016.jpg,flip,testing,0034,16,1080,1920,3,0.5685382398329702,0.20283857584491652,0.17799086934156377,227.9999611682075,0.03319444444444444,6.810036651943355,217094
original,testing/flip/0034_000000019.jpg,flip,testing,0034,19,1080,1920,3,0.5797594653988138,0.20584974883363732,0.16194590633321232,247.04502866941013,0.03252314814814815,6.7314107458051975,208952
original,testing/flip/0034_000000020.jpg,flip,testing,0034,20,1080,1920,3,0.5857287392580489,0.20328677512980572,0.15515176599189057,170.02246141493055,0.027276234567901233,6.681202085379054,194568
original,testing/flip/0034_000000022.jpg,flip,testing,0034,22,1080,1920,3,0.5984345270515613,0.19900830326487193,0.13992731405833939,179.2009564278978,0.02652006172839506,6.527880086446325,186628
original,testing/flip/0035_000000007.jpg,flip,testing,0035,7,1080,1920,3,0.6324169144123699,0.18161153413780068,0.11714888003812636,648.834023736616,0.10685185185185185,6.667015036829278,382785
original,testing/flip/0035_000000010.jpg,flip,testing,0035,10,1080,1920,3,0.6174025735294117,0.18514942089546796,0.1316261139100702,730.6529130255964,0.1112962962962963,6.789283276120748,415801
original,testing/flip/0035_000000016.jpg,flip,testing,0035,16,1080,1920,3,0.5741024816176471,0.19197932103050255,0.17488461291152263,826.2063218920873,0.11380401234567901,6.774128771958744,429003
original,testing/flip/0036_000000007.jpg,flip,testing,0036,7,1080,1920,3,0.6171479590292908,0.18497091033690957,0.12046349438695232,1082.5473487296501,0.12405864197530864,6.637087324343349,459924
original,testing/flip/0036_000000008.jpg,flip,testing,0036,8,1080,1920,3,0.6193481980755265,0.1829111673525978,0.11794918943657709,1035.9767560204236,0.12352623456790124,6.610122675087644,452627
original,testing/flip/0036_000000009.jpg,flip,testing,0036,9,1080,1920,3,0.6207258892368676,0.18380241822913376,0.11688862034011135,1028.7092858147935,0.1221141975308642,6.613140910826732,452573
original,testing/flip/0036_000000011.jpg,flip,testing,0036,11,1080,1920,3,0.6226141710542242,0.1838285457368653,0.11671347736625513,920.3453040165728,0.11739197530864197,6.6379875691000425,440861
