sequence_id,label,video_id,sequence_position,frame_num,supplied_split,path,sha256,environment_group_id,d2_split
flip__0005,flip,0005,6,7,training,training/flip/0005_000000007.jpg,86da961f230f53bc69a8f05ca14781212c7ac03c2e3908f778bbf230a5f66a33,E06,train
flip__0005,flip,0005,7,8,testing,testing/flip/0005_000000008.jpg,46934c0f54229233dda3e6cf9919024b8dbdc3f8bb329cb311c2c924d3e57e7d,E06,train
flip__0005,flip,0005,8,9,training,training/flip/0005_000000009.jpg,a2533af833bfc9034566449f57ec65c9c922b506c87867cbbbc0c73ef134553d,E06,train
flip__0005,flip,0005,9,10,training,training/flip/0005_000000010.jpg,e5305d6acd4b54bece762ad7ce18f584915b425dd6abe6b8127fc85ef8319342,E06,train
flip__0005,flip,0005,10,11,training,training/flip/0005_000000011.jpg,31dee931ba37cae370b0c1ef0f937acd1ab094ff7bf3e624d083692a5006d13a,E06,train
flip__0005,flip,0005,11,12,training,training/flip/0005_000000012.jpg,c33e41761b8ab91a178b2080642f7753380999a86a8fcbd3a0ffe52e1e423355,E06,train
flip__0005,flip,0005,12,13,training,training/flip/0005_000000013.jpg,13caed56ef4970313f0e7153485ff7d177c8acebb66a1791645d6c481b7e4c76,E06,train
flip__0005,flip,0005,13,14,training,training/flip/0005_000000014.jpg,2be4bfeca9275a838d719ecaa6e973c4480f29e3dd210c065748424b3fe01683,E06,train
flip__0005,flip,0005,14,15,training,training/flip/0005_000000015.jpg,a37e55eed60d87683305d6d766768a64e079301ecbf796f77c4a83e1e2a95810,E06,train
flip__0005,flip,0005,15,16,training,training/flip/0005_000000016.jpg,d81b86934ba3077d2dd00caab8774f8ab6ff6db2f31236b378223ecd8c8cb517,E06,train
flip__0005,flip,0005,16,17,training,training/flip/0005_000000017.jpg,c6e823b5a22db499aad6c04ffa649c4bd4092d9816f6b3166d87935da5ccf3ab,E06,train
flip__0005,flip,0005,17,18,testing,testing/flip/0005_000000018.jpg,9c905e46ce26903731fbfab17ebde9e7b6260a29459da018dab94d91ea71504e,E06,train
flip__0005,flip,0005,18,19,training,training/flip/0005_000000019.jpg,22fda35586483a5f14a47d5cb899b4e5c2abb173aaef4993ea505e806296d4dc,E06,train
flip__0005,flip,0005,19,20,training,training/flip/0005_000000020.jpg,1f44890982c04193702491aeb8cecae4e1362817f518d7b159adee96969eb92b,E06,train
flip__0005,flip,0005,20,21,training,training/flip/0005_000000021.jpg,3a210cea1970ad3eec77e3bcbcb6905053ffec12dc2d9dd318707d3ba73497f5,E06,train
flip__0005,flip,0005,21,22,training,training/flip/0005_000000022.jpg,f5497fb8fd340dfd756d40c51b02a46f9e3e988fc3d6a8970131dfc451975d4a,E06,train
flip__0005,flip,0005,22,23,testing,testing/flip/0005_000000023.jpg,ab68045dafdcac6b0eb4d17f75ab8e32abb48ead56f52ddef8cd317667066c29,E06,train
flip__0005,flip,0005,23,24,training,training/flip/0005_000000024.jpg,a6f524ac54cd6f57f3087ef1809315e984c1ec2a1af7b870db434191ed7d7157,E06,train
flip__0005,flip,0005,24,25,training,training/flip/0005_000000025.jpg,76c4fa9c0148771b0439a7b39cc90224a6d3f222e985366f4d1bea2ffc7b6356,E06,train
flip__0005,flip,0005,25,26,training,training/flip/0005_000000026.jpg,ccf9a837e66d03080bac53f0a40f1feb1b400ca107eab401c7e92a0101c19e27,E06,train
flip__0005,flip,0005,26,27,training,training/flip/0005_000000027.jpg,47f05c9528d2432517024b03a3a08eaea8d4bfaa13be6b91136f5e9691d3975b,E06,train
flip__0005,flip,0005,27,28,testing,testing/flip/0005_000000028.jpg,3e94a6f5c4774f44ac96c887b381a36f4ecd904647e2b62d98e9e1cd85506400,E06,train
flip__0005,flip,0005,28,29,training,training/flip/0005_000000029.jpg,f1af377f19a3ff19ee60d4e7738c718c08df242a95905c58882a12252fb1217a,E06,train
flip__0005,flip,0005,29,30,training,training/flip/0005_000000030.jpg,e35ae3f044cde9040419b9f107991892c40e3c19b2b97f56550de07f49f6303f,E06,train
flip__0006,flip,0006,0,1,testing,testing/flip/0006_000000001.jpg,c05c5428222217253e2e0d4766bf28aa9f2040e0a216af4161aca42e61bfcff4,S04,train
flip__0006,flip,0006,1,2,training,training/flip/0006_000000002.jpg,2a2873eea7d870feb2f2b5da41cf70fd0fa249b29ec970ee916ecd63b3e2f897,S04,train
flip__0006,flip,0006,2,3,training,training/flip/0006_000000003.jpg,b0b71a8ac4080796483a5afb45886d333b2aeae707e1043c270e955371482eb3,S04,train
flip__0006,flip,0006,3,4,training,training/flip/0006_000000004.jpg,e099713464f345363a6d35c1a9fd6a8b6cf718537154f2efd06e5a93e1d7af43,S04,train
flip__0006,flip,0006,4,5,training,training/flip/0006_000000005.jpg,c08fc2fa1a3dc54bc5177d5d6ebee96e4a131a39e8048f9526792879118a82b7,S04,train
flip__0006,flip,0006,5,6,testing,testing/flip/0006_000000006.jpg,43111104878aefb087e8240159c171eee950bf33b37d43985f816a81957d567e,S04,train
flip__0006,flip,0006,6,7,training,training/flip/0006_000000007.jpg,8f04d9cc5745538f31407a1ac9e2c6eab0dc48361c51c40fc6afc5bad08c8328,S04,train
flip__0006,flip,0006,7,8,testing,testing/flip/0006_000000008.jpg,806fece9f5bfe5bc520384ef2c4e602e3153a75299795defa03f456d1ea4c142,S04,train
flip__0006,flip,0006,8,9,training,training/flip/0006_000000009.jpg,ae27caee40612f56da0994a80c59b461ec4f94055f04e2a5110b6c71f8497a50,S04,train
flip__0006,flip,0006,9,10,training,training/flip/0006_000000010.jpg,01b5a2593465589589ae559ae498edc15fb99d2bb76a9a66611517bb269b06a2,S04,train
flip__0006,flip,0006,10,11,training,training/flip/0006_000000011.jpg,008dc274b0aabcc456c57762c6dcadb6a6b151c106a3972b8d53fbd5412d6c4d,S04,train
flip__0006,flip,0006,11,12,testing,testing/flip/0006_000000012.jpg,de78197a93964bf68c2ee9022d011a4f4971f17eeaa77a9523477012b63c6de0,S04,train
flip__0006,flip,0006,12,13,training,training/flip/0006_000000013.jpg,9aaba97de618b252a100f4a8f923e2f38db58757e242329d8943cc15a3f19e1c,S04,train
flip__0006,flip,0006,13,14,training,training/flip/0006_000000014.jpg,87c8475a579c8a578a722961abefe88d752684715dd2b2d161502fcf5481e91f,S04,train
flip__0006,flip,0006,14,15,training,training/flip/0006_000000015.jpg,6d11503811106c9601423dad344053983cfc2ca10e323c2e3dcb560aa80b6cd7,S04,train
flip__0006,flip,0006,15,16,training,training/flip/0006_000000016.jpg,88ac8bd7657260c80b24de65f07bb62ef612bb826441f801e0712afcb34f6d68,S04,train
flip__0006,flip,0006,16,17,training,training/flip/0006_000000017.jpg,f2bf70c6192e7c2ca087904142666cad61ba3e7c61b37fab7eeb6ae385a3ccca,S04,train
flip__0006,flip,0006,17,18,training,training/flip/0006_000000018.jpg,eea78575402a77e2a7d8bcfc94d0640f26658fe0c818d44940aeaf224b51cfa0,S04,train
flip__0006,flip,0006,18,19,training,training/flip/0006_000000019.jpg,7b7441ea83b617ca15b7d4783a735e2daa038fca8f391bcfafa955ae6e7d63c3,S04,train
flip__0006,flip,0006,19,20,training,training/flip/0006_000000020.jpg,dc15045511ddccc8f2393b7504f3ed3b4f7f4d1ea207d0c1d755828f58a3f3a7,S04,train
flip__0006,flip,0006,20,21,testing,testing/flip/0006_000000021.jpg,ed96537c03c94a15bc0c30d525c3302fff6e00a5ec70264b975ade613c442b35,S04,train
flip__0006,flip,0006,21,22,testing,testing/flip/0006_000000022.jpg,8f4d63ced1e300921a9eb08259c6910c1655a6b464e7511ddb7ce06330eeba99,S04,train
flip__0006,flip,0006,22,23,training,training/flip/0006_000000023.jpg,896cdc2d0b68cf342cb8bcf803bf43e8585099c51ca129844cf558e94c9520cc,S04,train
flip__0006,flip,0006,23,24,testing,testing/flip/0006_000000024.jpg,5a138e4ae63fc46def0f4d5591963375cf46592f12a0d2e87d4b4380a32b80ab,S04,train
flip__0006,flip,0006,24,25,testing,testing/flip/0006_000000025.jpg,9b8c4f5242d1aba1881c546a4f7487512554003a69ed40756d0cc1832a465083,S04,train
flip__0006,flip,0006,25,26,training,training/flip/0006_000000026.jpg,faf4f74b54ec1abacfca168ac8cced07b2fdf428f147c6fcc2eb10ca294a695a,S04,train
flip__0006,flip,0006,26,27,training,training/flip/0006_000000027.jpg,91ac581ec686ff20ab38d28638f42e5413708909f02121d56dfe127b8f5207ac,S04,train
flip__0006,flip,0006,27,28,training,training/flip/0006_000000028.jpg,0b7ca4a535c43585828292fbe2f553c4da289454541f0e267d40e17357ef2d58,S04,train
flip__0006,flip,0006,28,29,training,training/flip/0006_000000029.jpg,e34396350f62d43b11bc07dd76ad7fba7277d8d35865cfff172b402dcd769630,S04,train
flip__0006,flip,0006,29,30,testing,testing/flip/0006_000000030.jpg,d14f73e31dc96bc0e954242b61d79ac3adc290f8bc54fae27ba81af6ce193702,S04,train
flip__0007,flip,0007,0,5,training,training/flip/0007_000000005.jpg,eaeefa4aa6f4c60827675d55789ffab8adaa85915a1a3a2836c53c579ba81818,E06,train
flip__0007,flip,0007,1,6,training,training/flip/0007_000000006.jpg,af9a772ea491168cfad6506828889133ca7a99ca0c0fc03860471a4fdb91ab3f,E06,train
flip__0007,flip,0007,2,7,training,training/flip/0007_000000007.jpg,4ec50bb6b8e13de075f90d5811c3f9d8f99f47ae20586221c690aaf65f00222f,E06,train
flip__0007,flip,0007,3,8,testing,testing/flip/0007_000000008.jpg,d441afd948a778680151fee4ba1440b3aa593befc100a752ada5e2ad68754faa,E06,train
flip__0007,flip,0007,4,9,training,training/flip/0007_000000009.jpg,9ced3ca61aa7dc6869455d0dfc0d924efa538c906f2bc4ff37518530eb9b0ea5,E06,train
flip__0007,flip,0007,5,10,training,training/flip/0007_000000010.jpg,c93cb3fc76eac649ac0836a923ff4082deb8e783a1270657c6f10cf710a0f4fa,E06,train
flip__0007,flip,0007,6,11,training,training/flip/0007_000000011.jpg,72c0ba5ddd6c1bf9deb9c915aaee351617f709f8fc4b90ffea774947c83dadc0,E06,train
flip__0007,flip,0007,7,12,training,training/flip/0007_000000012.jpg,db5e6ee2c8add1789859c8fe12d976644dffd963d34e4ccef331a4ce9a3fd384,E06,train
flip__0007,flip,0007,8,13,training,training/flip/0007_000000013.jpg,0b9f8cecf649ba9af4c380a3f06c9ace1f9b2c40eafece507448cd373fbcd59a,E06,train
flip__0007,flip,0007,9,14,training,training/flip/0007_000000014.jpg,1aa02c5dbee951906383042463de94fd6516d7f42d02ddba27a4173230bf4a15,E06,train
flip__0007,flip,0007,10,15,training,training/flip/0007_000000015.jpg,9914fa2b0ef4f4c9794605c2e5beb02867079de8787e8150af4bc77b1cec8ef1,E06,train
flip__0007,flip,0007,11,16,training,training/flip/0007_000000016.jpg,49f68bab8ff12cf6e07c5f8ff6f4050773077d26eda8eab0086937d5f957f726,E06,train
flip__0007,flip,0007,12,17,training,training/flip/0007_000000017.jpg,c1867d7198aee8e2dec755fdd33041d7788124cfb44d31294fa20ae9e4f09665,E06,train
flip__0007,flip,0007,13,18,testing,testing/flip/0007_000000018.jpg,f79d7eb7256abbd8bae97bb40f14e5ca068b85a8efe3cbe4b39d8cb0269d0b11,E06,train
flip__0007,flip,0007,14,19,training,training/flip/0007_000000019.jpg,3707f8d12ada87fdbb4371586aa9375f0c762cbf07cc397e94d1284cec560ea7,E06,train
flip__0007,flip,0007,15,20,training,training/flip/0007_000000020.jpg,45803cda33ff994694b6bb5e93541098af9fdd8c43c74119c548d497543a47a9,E06,train
flip__0007,flip,0007,16,21,training,training/flip/0007_000000021.jpg,a075796b4e2af7b681ec7c597c8f5f0540529748292f06f479e10ab2c54db2ea,E06,train
flip__0007,flip,0007,17,22,training,training/flip/0007_000000022.jpg,7bacd78f43899c85581b22c6be6ae1f9fb3755a603d178a2b4fa823b21e738db,E06,train
flip__0007,flip,0007,18,23,training,training/flip/0007_000000023.jpg,8da794c4f046b360058e3b4705f6ef64df9357df3ce981c757462e9a4ed558c2,E06,train
flip__0007,flip,0007,19,24,testing,testing/flip/0007_000000024.jpg,d8e21c56a15fc3c9dcf4b4b4c175dd354531da30f444715d4d128c6d0e2196b6,E06,train
flip__0007,flip,0007,20,25,training,training/flip/0007_000000025.jpg,9bc8f91e9e0531980c61dc7e50ed887425995d5dfaba442ec43386ed48de8650,E06,train
flip__0007,flip,0007,21,26,training,training/flip/0007_000000026.jpg,9530798120ae4115a3e158fdce152f433e9d5e10d806261ba6e9e743af17fe92,E06,train
flip__0007,flip,0007,22,27,training,training/flip/0007_000000027.jpg,b4342993f3be4d2b2a0acabcc8b7f36fa36a6cbb364a70f2780634ab273c914b,E06,train
flip__0007,flip,0007,23,28,training,training/flip/0007_000000028.jpg,0206880498056eb8e5660e24f0296aef0e46d8c7ada2a2144c12401d5a180089,E06,train
flip__0007,flip,0007,24,29,training,training/flip/0007_000000029.jpg,3b327b21520eefafe5f6ba5b07e5bff9440fe810964225524d85992886e678ec,E06,train
flip__0007,flip,0007,25,30,training,training/flip/0007_000000030.jpg,ad035f8ff123c6e42e2d1ff82bfecb73e1821d35d47879538091e2900e8f35c2,E06,train
flip__0008,flip,0008,0,1,training,training/flip/0008_000000001.jpg,e498779830347fa9367786e8f021efc2c707a07bf45f7b934d6987e33008fa6d,E06,train
flip__0008,flip,0008,1,2,training,training/flip/0008_000000002.jpg,4f845cf9a78619f15924c2cd5a34dcc34bcbe8f2385012c6258e388d97b7716f,E06,train
flip__0008,flip,0008,2,3,training,training/flip/0008_000000003.jpg,62fd2deabfcc890967b4319a8158c53164ea3cf80b397bcfd0bffdde96b16f35,E06,train
flip__0008,flip,0008,3,4,training,training/flip/0008_000000004.jpg,17ee1f234f7e41c5c870d49d715af0866c4e219575b4944ed5b295f39a251ec1,E06,train
