bucket,ssim,dhash,phash,path_a,path_b,sequence_a,sequence_b,label_a,label_b
same_sequence_cross_split,0.9967931196186194,1,0,testing/notflip/0037_000000028.jpg,training/notflip/0037_000000027.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.9962042130470731,0,0,testing/notflip/0049_000000018.jpg,training/notflip/0049_000000017.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9953842869935804,1,0,testing/notflip/0002_000000008.jpg,training/notflip/0002_000000009.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9950738855870298,0,0,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000028.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9948945492193929,0,0,testing/notflip/0041_000000003.jpg,training/notflip/0041_000000004.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9948851471149972,0,0,testing/notflip/0041_000000001.jpg,training/notflip/0041_000000004.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9946346566897175,0,2,testing/notflip/0021_000000024.jpg,training/notflip/0021_000000025.jpg,notflip__0021,notflip__0021,notflip,notflip
same_sequence_cross_split,0.9938715353593087,1,0,testing/notflip/0037_000000015.jpg,training/notflip/0037_000000016.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.9938112977437944,1,0,testing/notflip/0025_000000021.jpg,training/notflip/0025_000000020.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.99362970337291,0,0,testing/notflip/0033_000000027.jpg,training/notflip/0033_000000028.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9935494810540054,1,0,testing/notflip/0030_000000028.jpg,training/notflip/0030_000000027.jpg,notflip__0030,notflip__0030,notflip,notflip
same_sequence_cross_split,0.9934311033831191,1,0,testing/notflip/0058_000000025.jpg,training/notflip/0058_000000026.jpg,notflip__0058,notflip__0058,notflip,notflip
same_sequence_cross_split,0.9932601373953746,0,0,testing/notflip/0058_000000018.jpg,training/notflip/0058_000000019.jpg,notflip__0058,notflip__0058,notflip,notflip
same_sequence_cross_split,0.9930082694331607,0,0,testing/notflip/0027_000000010.jpg,training/notflip/0027_000000011.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9929797372712329,2,0,testing/notflip/0031_000000019.jpg,training/notflip/0031_000000018.jpg,notflip__0031,notflip__0031,notflip,notflip
same_sequence_cross_split,0.9926534414200511,1,0,testing/notflip/0041_000000034.jpg,training/notflip/0041_000000033.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9925383698035556,0,0,testing/notflip/0036_000000028.jpg,training/notflip/0036_000000027.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9924815884358819,0,0,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000024.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9920263266202952,1,2,testing/notflip/0041_000000036.jpg,training/notflip/0041_000000037.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9919933914685269,0,0,testing/notflip/0045_000000022.jpg,training/notflip/0045_000000023.jpg,notflip__0045,notflip__0045,notflip,notflip
same_sequence_cross_split,0.9919591441120074,0,0,testing/notflip/0021_000000026.jpg,training/notflip/0021_000000025.jpg,notflip__0021,notflip__0021,notflip,notflip
same_sequence_cross_split,0.9918817773815573,0,0,testing/notflip/0002_000000008.jpg,training/notflip/0002_000000007.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9913909220848794,2,0,testing/notflip/0024_000000006.jpg,training/notflip/0024_000000005.jpg,notflip__0024,notflip__0024,notflip,notflip
same_sequence_cross_split,0.9913756863736266,0,0,testing/notflip/0019_000000015.jpg,training/notflip/0019_000000014.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9913441855305646,0,0,testing/notflip/0044_000000027.jpg,training/notflip/0044_000000028.jpg,notflip__0044,notflip__0044,notflip,notflip
same_sequence_cross_split,0.9913073348238487,1,2,testing/notflip/0020_000000010.jpg,training/notflip/0020_000000011.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9912244513163142,2,0,testing/notflip/0003_000000025.jpg,training/notflip/0003_000000026.jpg,notflip__0003,notflip__0003,notflip,notflip
same_sequence_cross_split,0.9911436866777997,1,0,testing/notflip/0026_000000029.jpg,training/notflip/0026_000000030.jpg,notflip__0026,notflip__0026,notflip,notflip
same_sequence_cross_split,0.9911086846695645,0,0,testing/notflip/0027_000000010.jpg,training/notflip/0027_000000009.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9910689154549646,0,0,testing/notflip/0020_000000004.jpg,training/notflip/0020_000000005.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9908952858745473,2,0,testing/notflip/0037_000000028.jpg,training/notflip/0037_000000029.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.9908223982476768,0,2,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000029.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9904892174677402,2,0,testing/notflip/0019_000000004.jpg,training/notflip/0019_000000003.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9903606656211452,0,0,testing/notflip/0058_000000018.jpg,training/notflip/0058_000000017.jpg,notflip__0058,notflip__0058,notflip,notflip
same_sequence_cross_split,0.9903417994677032,1,0,testing/notflip/0020_000000016.jpg,training/notflip/0020_000000017.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9903177935477337,1,2,testing/notflip/0033_000000019.jpg,training/notflip/0033_000000020.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9903133999923058,0,0,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000026.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9901465286067507,1,0,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000026.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.98995543769296,0,0,testing/notflip/0047_000000029.jpg,training/notflip/0047_000000030.jpg,notflip__0047,notflip__0047,notflip,notflip
same_sequence_cross_split,0.9898434954318769,0,2,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000021.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9897407555147582,1,0,testing/notflip/0049_000000018.jpg,training/notflip/0049_000000019.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9897342478552071,0,0,testing/notflip/0036_000000028.jpg,training/notflip/0036_000000026.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9897011238974448,0,0,testing/notflip/0006_000000009.jpg,training/notflip/0006_000000010.jpg,notflip__0006,notflip__0006,notflip,notflip
same_sequence_cross_split,0.989595417794815,0,0,testing/notflip/0033_000000025.jpg,training/notflip/0033_000000026.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9894768554435509,0,2,testing/notflip/0021_000000026.jpg,training/notflip/0021_000000027.jpg,notflip__0021,notflip__0021,notflip,notflip
same_sequence_cross_split,0.9894390016551441,0,2,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000024.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9894110922756783,0,0,testing/notflip/0054_000000023.jpg,training/notflip/0054_000000024.jpg,notflip__0054,notflip__0054,notflip,notflip
same_sequence_cross_split,0.9892157084256468,1,0,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000020.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9891675394681321,1,0,testing/notflip/0036_000000030.jpg,training/notflip/0036_000000029.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9890664957390951,0,2,testing/notflip/0033_000000027.jpg,training/notflip/0033_000000026.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9890062323463437,0,0,testing/notflip/0023_000000029.jpg,training/notflip/0023_000000028.jpg,notflip__0023,notflip__0023,notflip,notflip
same_sequence_cross_split,0.988666227054586,1,0,testing/notflip/0045_000000026.jpg,training/notflip/0045_000000027.jpg,notflip__0045,notflip__0045,notflip,notflip
same_sequence_cross_split,0.9885171058077404,0,0,testing/notflip/0047_000000025.jpg,training/notflip/0047_000000026.jpg,notflip__0047,notflip__0047,notflip,notflip
same_sequence_cross_split,0.9885135888764717,0,0,testing/notflip/0042_000000013.jpg,training/notflip/0042_000000012.jpg,notflip__0042,notflip__0042,notflip,notflip
same_sequence_cross_split,0.988483510849577,0,0,testing/notflip/0002_000000012.jpg,training/notflip/0002_000000013.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9884524108963277,2,0,testing/notflip/0016_000000020.jpg,training/notflip/0016_000000019.jpg,notflip__0016,notflip__0016,notflip,notflip
same_sequence_cross_split,0.9883826437485324,1,0,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000019.jpg,notflip__0040,notflip__0040,notflip,notflip
same_sequence_cross_split,0.9882574992734163,0,0,testing/notflip/0002_000000015.jpg,training/notflip/0002_000000016.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9881378823824217,2,0,testing/notflip/0054_000000020.jpg,training/notflip/0054_000000019.jpg,notflip__0054,notflip__0054,notflip,notflip
same_sequence_cross_split,0.9881079895710614,0,0,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000027.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9880475245888646,0,0,testing/notflip/0005_000000022.jpg,training/notflip/0005_000000023.jpg,notflip__0005,notflip__0005,notflip,notflip
same_sequence_cross_split,0.9880179996894989,2,0,testing/notflip/0035_000000026.jpg,training/notflip/0035_000000027.jpg,notflip__0035,notflip__0035,notflip,notflip
same_sequence_cross_split,0.9879266711565904,1,2,testing/notflip/0020_000000016.jpg,training/notflip/0020_000000015.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9878673205670158,0,0,testing/notflip/0045_000000022.jpg,training/notflip/0045_000000021.jpg,notflip__0045,notflip__0045,notflip,notflip
same_sequence_cross_split,0.9878222430867893,0,0,testing/notflip/0048_000000030.jpg,training/notflip/0048_000000029.jpg,notflip__0048,notflip__0048,notflip,notflip
same_sequence_cross_split,0.9877755012724357,0,0,testing/notflip/0041_000000003.jpg,training/notflip/0041_000000005.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9877646492971032,0,0,testing/notflip/0041_000000001.jpg,training/notflip/0041_000000005.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9876743168297114,0,2,testing/notflip/0019_000000015.jpg,training/notflip/0019_000000016.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9876339896618209,0,0,testing/notflip/0049_000000022.jpg,training/notflip/0049_000000021.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9875584544988104,2,2,testing/notflip/0044_000000027.jpg,training/notflip/0044_000000026.jpg,notflip__0044,notflip__0044,notflip,notflip
same_sequence_cross_split,0.9875120529130264,1,2,testing/notflip/0020_000000004.jpg,training/notflip/0020_000000006.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9874628955409135,0,0,testing/notflip/0045_000000018.jpg,training/notflip/0045_000000017.jpg,notflip__0045,notflip__0045,notflip,notflip
same_sequence_cross_split,0.9874130392479314,0,2,testing/notflip/0049_000000022.jpg,training/notflip/0049_000000023.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9872577334715537,0,0,testing/notflip/0058_000000025.jpg,training/notflip/0058_000000024.jpg,notflip__0058,notflip__0058,notflip,notflip
same_sequence_cross_split,0.9871558856909742,1,2,testing/notflip/0033_000000027.jpg,training/notflip/0033_000000029.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9870982921287068,0,0,testing/notflip/0034_000000025.jpg,training/notflip/0034_000000026.jpg,notflip__0034,notflip__0034,notflip,notflip
same_sequence_cross_split,0.9870897714922392,3,2,testing/notflip/0024_000000004.jpg,training/notflip/0024_000000003.jpg,notflip__0024,notflip__0024,notflip,notflip
same_sequence_cross_split,0.9870409435643483,1,0,testing/notflip/0002_000000003.jpg,training/notflip/0002_000000002.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9870090336356828,1,0,testing/notflip/0041_000000022.jpg,training/notflip/0041_000000023.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9869347432096063,0,0,testing/notflip/0056_000000024.jpg,training/notflip/0056_000000025.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9868165833832102,0,0,testing/notflip/0021_000000024.jpg,training/notflip/0021_000000023.jpg,notflip__0021,notflip__0021,notflip,notflip
same_sequence_cross_split,0.9867979602878615,1,0,testing/notflip/0037_000000025.jpg,training/notflip/0037_000000026.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.9867749389673586,0,0,testing/notflip/0037_000000028.jpg,training/notflip/0037_000000026.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.986712844676253,1,0,testing/notflip/0020_000000004.jpg,training/notflip/0020_000000003.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9866404535371237,4,2,testing/notflip/0048_000000025.jpg,training/notflip/0048_000000022.jpg,notflip__0048,notflip__0048,notflip,notflip
same_sequence_cross_split,0.9866279930765823,0,2,testing/notflip/0009_000000027.jpg,training/notflip/0009_000000028.jpg,notflip__0009,notflip__0009,notflip,notflip
same_sequence_cross_split,0.9865301239026779,0,0,testing/notflip/0045_000000030.jpg,training/notflip/0045_000000029.jpg,notflip__0045,notflip__0045,notflip,notflip
same_sequence_cross_split,0.9863679173028244,1,2,testing/notflip/0029_000000025.jpg,training/notflip/0029_000000026.jpg,notflip__0029,notflip__0029,notflip,notflip
same_sequence_cross_split,0.9863410609031705,2,0,testing/notflip/0031_000000020.jpg,training/notflip/0031_000000021.jpg,notflip__0031,notflip__0031,notflip,notflip
same_sequence_cross_split,0.9862194748115438,2,0,testing/notflip/0054_000000020.jpg,training/notflip/0054_000000021.jpg,notflip__0054,notflip__0054,notflip,notflip
same_sequence_cross_split,0.9861630322007757,0,0,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000029.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9861193111636987,2,0,testing/notflip/0036_000000028.jpg,training/notflip/0036_000000029.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.985874870784551,0,0,testing/notflip/0019_000000024.jpg,training/notflip/0019_000000026.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9857513204686463,2,2,testing/notflip/0029_000000025.jpg,training/notflip/0029_000000027.jpg,notflip__0029,notflip__0029,notflip,notflip
same_sequence_cross_split,0.9857489284893716,1,0,testing/notflip/0037_000000019.jpg,training/notflip/0037_000000020.jpg,notflip__0037,notflip__0037,notflip,notflip
same_sequence_cross_split,0.9857097087439477,0,0,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000019.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9856867439940924,0,0,testing/notflip/0049_000000028.jpg,training/notflip/0049_000000029.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9856371835684392,1,0,testing/notflip/0025_000000022.jpg,training/notflip/0025_000000023.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9852716568959309,1,0,testing/notflip/0049_000000018.jpg,training/notflip/0049_000000016.jpg,notflip__0049,notflip__0049,notflip,notflip
same_sequence_cross_split,0.9852159769475876,0,0,testing/notflip/0002_000000012.jpg,training/notflip/0002_000000011.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9852004282851167,0,0,testing/notflip/0019_000000025.jpg,training/notflip/0019_000000026.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.985026021146471,0,0,testing/notflip/0047_000000024.jpg,training/notflip/0047_000000026.jpg,notflip__0047,notflip__0047,notflip,notflip
same_sequence_cross_split,0.9850057035876932,0,0,testing/notflip/0058_000000021.jpg,training/notflip/0058_000000022.jpg,notflip__0058,notflip__0058,notflip,notflip
same_sequence_cross_split,0.9849518482912066,0,2,testing/notflip/0035_000000026.jpg,training/notflip/0035_000000025.jpg,notflip__0035,notflip__0035,notflip,notflip
same_sequence_cross_split,0.9849276065698894,4,2,testing/notflip/0046_000000011.jpg,training/notflip/0046_000000010.jpg,notflip__0046,notflip__0046,notflip,notflip
same_sequence_cross_split,0.9848637294130739,0,2,testing/notflip/0009_000000027.jpg,training/notflip/0009_000000026.jpg,notflip__0009,notflip__0009,notflip,notflip
same_sequence_cross_split,0.9848587704304209,0,0,testing/notflip/0016_000000023.jpg,training/notflip/0016_000000022.jpg,notflip__0016,notflip__0016,notflip,notflip
same_sequence_cross_split,0.9848369537023938,0,0,testing/notflip/0056_000000022.jpg,training/notflip/0056_000000021.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9847272780088014,0,0,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000030.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9847117091808343,2,0,testing/notflip/0024_000000007.jpg,training/notflip/0024_000000005.jpg,notflip__0024,notflip__0024,notflip,notflip
same_sequence_cross_split,0.9846538583415221,1,2,testing/notflip/0027_000000001.jpg,training/notflip/0027_000000002.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9845792660546743,1,2,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000023.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9843247943941149,1,0,testing/notflip/0019_000000002.jpg,training/notflip/0019_000000003.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9842993564097086,0,0,testing/notflip/0056_000000024.jpg,training/notflip/0056_000000026.jpg,notflip__0056,notflip__0056,notflip,notflip
same_sequence_cross_split,0.9842274347820124,0,2,testing/notflip/0002_000000028.jpg,training/notflip/0002_000000029.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9841807146795849,1,0,testing/notflip/0036_000000025.jpg,training/notflip/0036_000000027.jpg,notflip__0036,notflip__0036,notflip,notflip
same_sequence_cross_split,0.9840109249437651,0,0,testing/notflip/0047_000000029.jpg,training/notflip/0047_000000028.jpg,notflip__0047,notflip__0047,notflip,notflip
same_sequence_cross_split,0.9839008770518404,0,0,testing/notflip/0041_000000034.jpg,training/notflip/0041_000000035.jpg,notflip__0041,notflip__0041,notflip,notflip
same_sequence_cross_split,0.9838398811405568,1,0,testing/notflip/0042_000000013.jpg,training/notflip/0042_000000014.jpg,notflip__0042,notflip__0042,notflip,notflip
same_sequence_cross_split,0.9838198017466966,0,0,testing/notflip/0027_000000013.jpg,training/notflip/0027_000000012.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.983717463944617,0,0,testing/notflip/0033_000000019.jpg,training/notflip/0033_000000018.jpg,notflip__0033,notflip__0033,notflip,notflip
same_sequence_cross_split,0.9836589521996048,1,0,testing/notflip/0047_000000024.jpg,training/notflip/0047_000000023.jpg,notflip__0047,notflip__0047,notflip,notflip
same_sequence_cross_split,0.9835936910076432,0,0,testing/notflip/0051_000000025.jpg,training/notflip/0051_000000024.jpg,notflip__0051,notflip__0051,notflip,notflip
same_sequence_cross_split,0.9835891824280165,0,0,testing/notflip/0021_000000024.jpg,training/notflip/0021_000000027.jpg,notflip__0021,notflip__0021,notflip,notflip
same_sequence_cross_split,0.9834626224653097,0,0,testing/notflip/0002_000000006.jpg,training/notflip/0002_000000005.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9834237329527331,1,0,testing/notflip/0024_000000007.jpg,training/notflip/0024_000000008.jpg,notflip__0024,notflip__0024,notflip,notflip
same_sequence_cross_split,0.983391183857018,1,2,testing/notflip/0038_000000023.jpg,training/notflip/0038_000000024.jpg,notflip__0038,notflip__0038,notflip,notflip
same_sequence_cross_split,0.9833185159040793,1,0,testing/notflip/0027_000000004.jpg,training/notflip/0027_000000003.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9833066276381024,2,0,testing/flip/0062_000000003.jpg,training/flip/0062_000000002.jpg,flip__0062,flip__0062,flip,flip
same_sequence_cross_split,0.9832606684635458,1,0,testing/notflip/0048_000000025.jpg,training/notflip/0048_000000023.jpg,notflip__0048,notflip__0048,notflip,notflip
same_sequence_cross_split,0.9832336923836367,2,0,testing/notflip/0027_000000010.jpg,training/notflip/0027_000000012.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9830446701533274,2,0,testing/notflip/0002_000000015.jpg,training/notflip/0002_000000014.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9827310193174387,3,0,testing/notflip/0055_000000016.jpg,training/notflip/0055_000000015.jpg,notflip__0055,notflip__0055,notflip,notflip
same_sequence_cross_split,0.9827163493385042,0,4,testing/notflip/0035_000000026.jpg,training/notflip/0035_000000028.jpg,notflip__0035,notflip__0035,notflip,notflip
same_sequence_cross_split,0.9827132317485723,1,0,testing/notflip/0026_000000024.jpg,training/notflip/0026_000000023.jpg,notflip__0026,notflip__0026,notflip,notflip
same_sequence_cross_split,0.982693019940818,1,0,testing/notflip/0002_000000006.jpg,training/notflip/0002_000000007.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9826696245683314,0,0,testing/notflip/0001_000000002.jpg,training/notflip/0001_000000005.jpg,notflip__0001,notflip__0001,notflip,notflip
same_sequence_cross_split,0.9826692365070928,0,0,testing/notflip/0001_000000004.jpg,training/notflip/0001_000000005.jpg,notflip__0001,notflip__0001,notflip,notflip
same_sequence_cross_split,0.9826458967845018,1,0,testing/notflip/0025_000000021.jpg,training/notflip/0025_000000019.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9826188758937003,0,0,testing/notflip/0020_000000019.jpg,training/notflip/0020_000000020.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.9825979305309869,1,4,testing/notflip/0024_000000002.jpg,training/notflip/0024_000000003.jpg,notflip__0024,notflip__0024,notflip,notflip
same_sequence_cross_split,0.9825900652133156,0,2,testing/notflip/0039_000000022.jpg,training/notflip/0039_000000021.jpg,notflip__0039,notflip__0039,notflip,notflip
same_sequence_cross_split,0.9825733046610946,1,2,testing/notflip/0055_000000016.jpg,training/notflip/0055_000000017.jpg,notflip__0055,notflip__0055,notflip,notflip
same_sequence_cross_split,0.9824784741905064,0,0,testing/notflip/0019_000000027.jpg,training/notflip/0019_000000028.jpg,notflip__0019,notflip__0019,notflip,notflip
same_sequence_cross_split,0.9824580985039857,0,0,testing/notflip/0027_000000004.jpg,training/notflip/0027_000000005.jpg,notflip__0027,notflip__0027,notflip,notflip
same_sequence_cross_split,0.9824258843690978,1,2,testing/flip/0062_000000003.jpg,training/flip/0062_000000004.jpg,flip__0062,flip__0062,flip,flip
same_sequence_cross_split,0.9822898074228147,0,0,testing/notflip/0023_000000029.jpg,training/notflip/0023_000000027.jpg,notflip__0023,notflip__0023,notflip,notflip
same_sequence_cross_split,0.9822339116709163,0,2,testing/notflip/0057_000000023.jpg,training/notflip/0057_000000022.jpg,notflip__0057,notflip__0057,notflip,notflip
same_sequence_cross_split,0.9821528792706135,1,0,testing/notflip/0040_000000018.jpg,training/notflip/0040_000000020.jpg,notflip__0040,notflip__0040,notflip,notflip
same_sequence_cross_split,0.9821258064772154,1,0,testing/notflip/0025_000000021.jpg,training/notflip/0025_000000023.jpg,notflip__0025,notflip__0025,notflip,notflip
same_sequence_cross_split,0.9820855236559124,2,0,testing/notflip/0002_000000015.jpg,training/notflip/0002_000000017.jpg,notflip__0002,notflip__0002,notflip,notflip
same_sequence_cross_split,0.9820427499364973,1,0,testing/notflip/0020_000000010.jpg,training/notflip/0020_000000009.jpg,notflip__0020,notflip__0020,notflip,notflip
same_sequence_cross_split,0.981949220004325,2,0,testing/notflip/0051_000000012.jpg,training/notflip/0051_000000011.jpg,notflip__0051,notflip__0051,notflip,notflip
same_sequence_cross_split,0.981905195596831,0,2,testing/notflip/0027_000000010.jpg,training/notflip/0027_000000008.jpg,notflip__0027,notflip__0027,notflip,notflip
