path,sequence_id,split,label,nearest_other_sequence_path,nearest_other_sequence_id,nearest_other_sequence_split,nearest_other_sequence_label,dhash_distance,phash_distance,combined_distance
testing/flip/0007_000000024.jpg,flip__0007,testing,flip,training/flip/0008_000000022.jpg,flip__0008,training,flip,7,6,13
testing/flip/0008_000000005.jpg,flip__0008,testing,flip,training/flip/0004_000000010.jpg,flip__0004,training,flip,5,4,9
testing/flip/0008_000000007.jpg,flip__0008,testing,flip,training/flip/0004_000000010.jpg,flip__0004,training,flip,6,4,10
testing/flip/0008_000000023.jpg,flip__0008,testing,flip,training/notflip/0006_000000007.jpg,notflip__0006,training,notflip,5,10,15
testing/flip/0008_000000026.jpg,flip__0008,testing,flip,training/flip/0009_000000021.jpg,flip__0009,training,flip,10,8,18
testing/flip/0008_000000029.jpg,flip__0008,testing,flip,training/notflip/0010_000000001.jpg,notflip__0010,training,notflip,5,6,11
testing/flip/0009_000000007.jpg,flip__0009,testing,flip,testing/flip/0010_000000004.jpg,flip__0010,testing,flip,5,4,9
testing/flip/0009_000000016.jpg,flip__0009,testing,flip,training/flip/0007_000000019.jpg,flip__0007,training,flip,4,8,12
testing/flip/0009_000000019.jpg,flip__0009,testing,flip,training/flip/0007_000000022.jpg,flip__0007,training,flip,4,10,14
testing/flip/0009_000000020.jpg,flip__0009,testing,flip,training/notflip/0011_000000015.jpg,notflip__0011,training,notflip,5,10,15
testing/flip/0009_000000023.jpg,flip__0009,testing,flip,training/flip/0010_000000020.jpg,flip__0010,training,flip,9,8,17
testing/flip/0009_000000025.jpg,flip__0009,testing,flip,training/flip/0010_000000025.jpg,flip__0010,training,flip,12,6,18
testing/flip/0009_000000026.jpg,flip__0009,testing,flip,training/flip/0008_000000027.jpg,flip__0008,training,flip,8,8,16
testing/flip/0010_000000004.jpg,flip__0010,testing,flip,testing/flip/0009_000000007.jpg,flip__0009,testing,flip,5,4,9
testing/flip/0010_000000008.jpg,flip__0010,testing,flip,testing/flip/0009_000000007.jpg,flip__0009,testing,flip,5,6,11
testing/flip/0010_000000009.jpg,flip__0010,testing,flip,training/flip/0009_000000010.jpg,flip__0009,training,flip,6,6,12
testing/flip/0010_000000012.jpg,flip__0010,testing,flip,testing/flip/0002_000000013.jpg,flip__0002,testing,flip,5,14,19
testing/flip/0010_000000013.jpg,flip__0010,testing,flip,testing/flip/0002_000000015.jpg,flip__0002,testing,flip,7,14,21
testing/flip/0010_000000021.jpg,flip__0010,testing,flip,testing/flip/0002_000000017.jpg,flip__0002,testing,flip,10,8,18
testing/flip/0011_000000006.jpg,flip__0011,testing,flip,training/flip/0020_000000006.jpg,flip__0020,training,flip,11,6,17
testing/flip/0011_000000014.jpg,flip__0011,testing,flip,training/flip/0015_000000018.jpg,flip__0015,training,flip,10,8,18
testing/flip/0011_000000023.jpg,flip__0011,testing,flip,training/flip/0019_000000030.jpg,flip__0019,training,flip,10,8,18
testing/flip/0011_000000026.jpg,flip__0011,testing,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,8,10,18
testing/flip/0011_000000027.jpg,flip__0011,testing,flip,training/flip/0018_000000026.jpg,flip__0018,training,flip,9,10,19
testing/flip/0012_000000007.jpg,flip__0012,testing,flip,training/flip/0022_000000007.jpg,flip__0022,training,flip,5,6,11
testing/flip/0012_000000008.jpg,flip__0012,testing,flip,training/flip/0022_000000007.jpg,flip__0022,training,flip,5,4,9
testing/flip/0012_000000016.jpg,flip__0012,testing,flip,training/flip/0022_000000014.jpg,flip__0022,training,flip,6,8,14
testing/flip/0012_000000022.jpg,flip__0012,testing,flip,testing/flip/0022_000000020.jpg,flip__0022,testing,flip,7,6,13
testing/flip/0012_000000025.jpg,flip__0012,testing,flip,training/flip/0013_000000023.jpg,flip__0013,training,flip,5,4,9
testing/flip/0012_000000029.jpg,flip__0012,testing,flip,training/flip/0013_000000026.jpg,flip__0013,training,flip,11,6,17
testing/flip/0012_000000030.jpg,flip__0012,testing,flip,training/flip/0013_000000026.jpg,flip__0013,training,flip,9,4,13
testing/flip/0013_000000008.jpg,flip__0013,testing,flip,training/flip/0012_000000012.jpg,flip__0012,training,flip,10,6,16
testing/flip/0013_000000011.jpg,flip__0013,testing,flip,training/flip/0012_000000012.jpg,flip__0012,training,flip,11,6,17
testing/flip/0013_000000013.jpg,flip__0013,testing,flip,training/flip/0012_000000017.jpg,flip__0012,training,flip,10,6,16
testing/flip/0013_000000015.jpg,flip__0013,testing,flip,testing/flip/0014_000000019.jpg,flip__0014,testing,flip,12,6,18
testing/flip/0013_000000022.jpg,flip__0013,testing,flip,training/flip/0012_000000024.jpg,flip__0012,training,flip,9,4,13
testing/flip/0014_000000003.jpg,flip__0014,testing,flip,training/flip/0013_000000006.jpg,flip__0013,training,flip,14,6,20
testing/flip/0014_000000004.jpg,flip__0014,testing,flip,training/flip/0029_000000020.jpg,flip__0029,training,flip,10,8,18
testing/flip/0014_000000006.jpg,flip__0014,testing,flip,training/flip/0028_000000016.jpg,flip__0028,training,flip,12,6,18
testing/flip/0014_000000009.jpg,flip__0014,testing,flip,testing/flip/0028_000000015.jpg,flip__0028,testing,flip,13,4,17
testing/flip/0014_000000010.jpg,flip__0014,testing,flip,testing/flip/0028_000000015.jpg,flip__0028,testing,flip,12,4,16
testing/flip/0014_000000012.jpg,flip__0014,testing,flip,testing/flip/0028_000000015.jpg,flip__0028,testing,flip,12,6,18
testing/flip/0014_000000013.jpg,flip__0014,testing,flip,testing/flip/0028_000000019.jpg,flip__0028,testing,flip,13,8,21
testing/flip/0014_000000014.jpg,flip__0014,testing,flip,training/flip/0013_000000004.jpg,flip__0013,training,flip,10,8,18
testing/flip/0014_000000016.jpg,flip__0014,testing,flip,training/flip/0013_000000030.jpg,flip__0013,training,flip,8,12,20
testing/flip/0014_000000019.jpg,flip__0014,testing,flip,training/flip/0013_000000016.jpg,flip__0013,training,flip,7,8,15
testing/flip/0014_000000020.jpg,flip__0014,testing,flip,training/flip/0013_000000017.jpg,flip__0013,training,flip,8,6,14
testing/flip/0015_000000011.jpg,flip__0015,testing,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,13,8,21
testing/flip/0015_000000019.jpg,flip__0015,testing,flip,training/flip/0016_000000019.jpg,flip__0016,training,flip,6,8,14
testing/flip/0015_000000021.jpg,flip__0015,testing,flip,training/flip/0016_000000021.jpg,flip__0016,training,flip,11,4,15
testing/flip/0015_000000023.jpg,flip__0015,testing,flip,training/flip/0019_000000030.jpg,flip__0019,training,flip,8,8,16
testing/flip/0015_000000029.jpg,flip__0015,testing,flip,training/flip/0019_000000030.jpg,flip__0019,training,flip,9,6,15
testing/flip/0016_000000004.jpg,flip__0016,testing,flip,training/flip/0020_000000005.jpg,flip__0020,training,flip,14,8,22
testing/flip/0016_000000006.jpg,flip__0016,testing,flip,training/flip/0020_000000005.jpg,flip__0020,training,flip,14,8,22
testing/flip/0016_000000008.jpg,flip__0016,testing,flip,testing/flip/0018_000000003.jpg,flip__0018,testing,flip,13,6,19
testing/flip/0016_000000013.jpg,flip__0016,testing,flip,training/flip/0011_000000016.jpg,flip__0011,training,flip,14,10,24
testing/flip/0016_000000026.jpg,flip__0016,testing,flip,training/flip/0017_000000021.jpg,flip__0017,training,flip,5,10,15
testing/flip/0017_000000015.jpg,flip__0017,testing,flip,testing/flip/0019_000000025.jpg,flip__0019,testing,flip,8,10,18
testing/flip/0017_000000017.jpg,flip__0017,testing,flip,training/flip/0016_000000021.jpg,flip__0016,training,flip,9,10,19
testing/flip/0018_000000003.jpg,flip__0018,testing,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,9,0,9
testing/flip/0018_000000004.jpg,flip__0018,testing,flip,training/flip/0019_000000012.jpg,flip__0019,training,flip,10,0,10
testing/flip/0018_000000012.jpg,flip__0018,testing,flip,training/flip/0019_000000019.jpg,flip__0019,training,flip,6,4,10
testing/flip/0018_000000019.jpg,flip__0018,testing,flip,training/flip/0019_000000023.jpg,flip__0019,training,flip,9,4,13
testing/flip/0018_000000020.jpg,flip__0018,testing,flip,training/flip/0019_000000024.jpg,flip__0019,training,flip,5,6,11
testing/flip/0019_000000014.jpg,flip__0019,testing,flip,training/flip/0021_000000010.jpg,flip__0021,training,flip,7,2,9
testing/flip/0019_000000025.jpg,flip__0019,testing,flip,training/flip/0021_000000022.jpg,flip__0021,training,flip,8,4,12
testing/flip/0020_000000010.jpg,flip__0020,testing,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,13,4,17
testing/flip/0020_000000012.jpg,flip__0020,testing,flip,training/flip/0021_000000016.jpg,flip__0021,training,flip,9,6,15
testing/flip/0020_000000015.jpg,flip__0020,testing,flip,training/flip/0021_000000018.jpg,flip__0021,training,flip,11,4,15
testing/flip/0020_000000019.jpg,flip__0020,testing,flip,training/flip/0015_000000018.jpg,flip__0015,training,flip,12,2,14
testing/flip/0020_000000020.jpg,flip__0020,testing,flip,training/flip/0015_000000018.jpg,flip__0015,training,flip,10,4,14
testing/flip/0020_000000023.jpg,flip__0020,testing,flip,training/flip/0021_000000025.jpg,flip__0021,training,flip,5,6,11
testing/flip/0021_000000011.jpg,flip__0021,testing,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,5,4,9
testing/flip/0021_000000014.jpg,flip__0021,testing,flip,training/flip/0019_000000017.jpg,flip__0019,training,flip,4,6,10
testing/flip/0021_000000015.jpg,flip__0021,testing,flip,training/flip/0019_000000018.jpg,flip__0019,training,flip,6,6,12
testing/flip/0021_000000027.jpg,flip__0021,testing,flip,testing/flip/0020_000000023.jpg,flip__0020,testing,flip,9,6,15
testing/flip/0022_000000010.jpg,flip__0022,testing,flip,training/flip/0012_000000014.jpg,flip__0012,training,flip,7,4,11
testing/flip/0022_000000020.jpg,flip__0022,testing,flip,testing/flip/0012_000000022.jpg,flip__0012,testing,flip,7,6,13
testing/flip/0024_000000017.jpg,flip__0024,testing,flip,training/flip/0033_000000017.jpg,flip__0033,training,flip,5,2,7
testing/flip/0024_000000019.jpg,flip__0024,testing,flip,training/flip/0033_000000019.jpg,flip__0033,training,flip,6,4,10
testing/flip/0024_000000021.jpg,flip__0024,testing,flip,training/flip/0032_000000015.jpg,flip__0032,training,flip,7,4,11
testing/flip/0026_000000010.jpg,flip__0026,testing,flip,training/flip/0027_000000011.jpg,flip__0027,training,flip,8,6,14
testing/flip/0026_000000016.jpg,flip__0026,testing,flip,testing/flip/0029_000000024.jpg,flip__0029,testing,flip,4,6,10
testing/flip/0026_000000018.jpg,flip__0026,testing,flip,testing/flip/0029_000000024.jpg,flip__0029,testing,flip,9,4,13
testing/flip/0027_000000016.jpg,flip__0027,testing,flip,training/flip/0026_000000017.jpg,flip__0026,training,flip,5,8,13
testing/flip/0027_000000018.jpg,flip__0027,testing,flip,testing/flip/0028_000000024.jpg,flip__0028,testing,flip,7,6,13
testing/flip/0027_000000019.jpg,flip__0027,testing,flip,training/flip/0028_000000026.jpg,flip__0028,training,flip,7,6,13
testing/flip/0028_000000015.jpg,flip__0028,testing,flip,training/flip/0023_000000018.jpg,flip__0023,training,flip,6,8,14
testing/flip/0028_000000019.jpg,flip__0028,testing,flip,training/flip/0029_000000023.jpg,flip__0029,training,flip,2,8,10
testing/flip/0028_000000024.jpg,flip__0028,testing,flip,training/flip/0029_000000026.jpg,flip__0029,training,flip,7,4,11
testing/flip/0029_000000021.jpg,flip__0029,testing,flip,training/flip/0026_000000013.jpg,flip__0026,training,flip,1,4,5
testing/flip/0029_000000024.jpg,flip__0029,testing,flip,training/flip/0026_000000017.jpg,flip__0026,training,flip,5,2,7
testing/flip/0029_000000025.jpg,flip__0029,testing,flip,testing/flip/0026_000000018.jpg,flip__0026,testing,flip,6,8,14
testing/flip/0029_000000027.jpg,flip__0029,testing,flip,training/flip/0028_000000026.jpg,flip__0028,training,flip,6,2,8
testing/flip/0030_000000003.jpg,flip__0030,testing,flip,training/flip/0031_000000016.jpg,flip__0031,training,flip,12,4,16
testing/flip/0030_000000006.jpg,flip__0030,testing,flip,training/flip/0031_000000017.jpg,flip__0031,training,flip,10,8,18
testing/flip/0030_000000009.jpg,flip__0030,testing,flip,training/flip/0029_000000018.jpg,flip__0029,training,flip,12,6,18
testing/flip/0030_000000012.jpg,flip__0030,testing,flip,testing/flip/0029_000000024.jpg,flip__0029,testing,flip,13,4,17
testing/flip/0030_000000019.jpg,flip__0030,testing,flip,training/notflip/0023_000000017.jpg,notflip__0023,training,notflip,12,8,20
testing/flip/0030_000000027.jpg,flip__0030,testing,flip,testing/notflip/0026_000000004.jpg,notflip__0026,testing,notflip,15,8,23
testing/flip/0030_000000031.jpg,flip__0030,testing,flip,testing/notflip/0026_000000004.jpg,notflip__0026,testing,notflip,15,6,21
testing/flip/0030_000000038.jpg,flip__0030,testing,flip,testing/flip/0031_000000018.jpg,flip__0031,testing,flip,3,8,11
testing/flip/0031_000000018.jpg,flip__0031,testing,flip,testing/flip/0030_000000038.jpg,flip__0030,testing,flip,3,8,11
testing/flip/0031_000000020.jpg,flip__0031,testing,flip,training/flip/0025_000000006.jpg,flip__0025,training,flip,8,4,12
testing/flip/0031_000000028.jpg,flip__0031,testing,flip,testing/flip/0029_000000027.jpg,flip__0029,testing,flip,7,8,15
testing/flip/0032_000000010.jpg,flip__0032,testing,flip,training/flip/0024_000000016.jpg,flip__0024,training,flip,2,4,6
testing/flip/0033_000000016.jpg,flip__0033,testing,flip,testing/flip/0032_000000010.jpg,flip__0032,testing,flip,4,6,10
testing/flip/0033_000000021.jpg,flip__0033,testing,flip,testing/flip/0024_000000021.jpg,flip__0024,testing,flip,6,6,12
testing/flip/0034_000000015.jpg,flip__0034,testing,flip,training/notflip/0006_000000030.jpg,notflip__0006,training,notflip,13,14,27
testing/flip/0034_000000016.jpg,flip__0034,testing,flip,training/flip/0006_000000015.jpg,flip__0006,training,flip,16,14,30
testing/flip/0034_000000019.jpg,flip__0034,testing,flip,testing/flip/0006_000000021.jpg,flip__0006,testing,flip,16,14,30
testing/flip/0034_000000020.jpg,flip__0034,testing,flip,training/flip/0022_000000015.jpg,flip__0022,training,flip,18,14,32
testing/flip/0034_000000022.jpg,flip__0034,testing,flip,testing/notflip/0011_000000018.jpg,notflip__0011,testing,notflip,15,20,35
testing/flip/0035_000000007.jpg,flip__0035,testing,flip,testing/flip/0036_000000014.jpg,flip__0036,testing,flip,7,6,13
testing/flip/0035_000000010.jpg,flip__0035,testing,flip,training/flip/0045_000000015.jpg,flip__0045,training,flip,5,4,9
testing/flip/0035_000000016.jpg,flip__0035,testing,flip,training/flip/0037_000000015.jpg,flip__0037,training,flip,5,8,13
testing/flip/0036_000000007.jpg,flip__0036,testing,flip,training/notflip/0028_000000021.jpg,notflip__0028,training,notflip,3,2,5
testing/flip/0036_000000008.jpg,flip__0036,testing,flip,training/notflip/0028_000000021.jpg,notflip__0028,training,notflip,2,6,8
testing/flip/0036_000000009.jpg,flip__0036,testing,flip,training/notflip/0028_000000021.jpg,notflip__0028,training,notflip,3,6,9
testing/flip/0036_000000011.jpg,flip__0036,testing,flip,training/notflip/0028_000000021.jpg,notflip__0028,training,notflip,3,8,11
testing/flip/0036_000000014.jpg,flip__0036,testing,flip,testing/flip/0040_000000007.jpg,flip__0040,testing,flip,5,2,7
testing/flip/0036_000000015.jpg,flip__0036,testing,flip,testing/flip/0040_000000007.jpg,flip__0040,testing,flip,5,6,11
testing/flip/0036_000000024.jpg,flip__0036,testing,flip,testing/flip/0046_000000018.jpg,flip__0046,testing,flip,9,6,15
testing/flip/0037_000000006.jpg,flip__0037,testing,flip,testing/notflip/0029_000000018.jpg,notflip__0029,testing,notflip,5,4,9
testing/flip/0037_000000008.jpg,flip__0037,testing,flip,training/flip/0045_000000015.jpg,flip__0045,training,flip,8,2,10
testing/flip/0037_000000011.jpg,flip__0037,testing,flip,testing/notflip/0029_000000018.jpg,notflip__0029,testing,notflip,7,8,15
testing/flip/0037_000000013.jpg,flip__0037,testing,flip,testing/notflip/0029_000000025.jpg,notflip__0029,testing,notflip,6,10,16
testing/flip/0037_000000016.jpg,flip__0037,testing,flip,training/flip/0045_000000024.jpg,flip__0045,training,flip,5,6,11
testing/flip/0037_000000017.jpg,flip__0037,testing,flip,training/flip/0045_000000024.jpg,flip__0045,training,flip,6,8,14
testing/flip/0037_000000020.jpg,flip__0037,testing,flip,training/flip/0035_000000019.jpg,flip__0035,training,flip,6,8,14
testing/flip/0037_000000024.jpg,flip__0037,testing,flip,training/flip/0035_000000021.jpg,flip__0035,training,flip,7,8,15
testing/flip/0038_000000007.jpg,flip__0038,testing,flip,testing/flip/0036_000000014.jpg,flip__0036,testing,flip,5,6,11
testing/flip/0038_000000010.jpg,flip__0038,testing,flip,testing/flip/0047_000000010.jpg,flip__0047,testing,flip,9,6,15
testing/flip/0038_000000013.jpg,flip__0038,testing,flip,training/flip/0036_000000019.jpg,flip__0036,training,flip,8,2,10
testing/flip/0038_000000015.jpg,flip__0038,testing,flip,training/flip/0036_000000019.jpg,flip__0036,training,flip,8,2,10
testing/flip/0038_000000016.jpg,flip__0038,testing,flip,training/flip/0036_000000019.jpg,flip__0036,training,flip,8,2,10
testing/flip/0038_000000020.jpg,flip__0038,testing,flip,training/notflip/0030_000000011.jpg,notflip__0030,training,notflip,9,6,15
testing/flip/0038_000000026.jpg,flip__0038,testing,flip,training/flip/0036_000000021.jpg,flip__0036,training,flip,8,4,12
testing/flip/0038_000000032.jpg,flip__0038,testing,flip,training/notflip/0037_000000005.jpg,notflip__0037,training,notflip,7,4,11
testing/flip/0038_000000043.jpg,flip__0038,testing,flip,testing/notflip/0031_000000008.jpg,notflip__0031,testing,notflip,12,6,18
testing/flip/0038_000000044.jpg,flip__0038,testing,flip,testing/notflip/0031_000000008.jpg,notflip__0031,testing,notflip,8,6,14
testing/flip/0038_000000047.jpg,flip__0038,testing,flip,training/notflip/0031_000000029.jpg,notflip__0031,training,notflip,12,10,22
testing/flip/0038_000000048.jpg,flip__0038,testing,flip,training/notflip/0031_000000001.jpg,notflip__0031,training,notflip,10,10,20
testing/flip/0039_000000009.jpg,flip__0039,testing,flip,testing/flip/0038_000000026.jpg,flip__0038,testing,flip,7,10,17
testing/flip/0040_000000007.jpg,flip__0040,testing,flip,testing/flip/0036_000000014.jpg,flip__0036,testing,flip,5,2,7
testing/flip/0040_000000024.jpg,flip__0040,testing,flip,training/flip/0039_000000018.jpg,flip__0039,training,flip,12,8,20
testing/flip/0040_000000025.jpg,flip__0040,testing,flip,training/flip/0039_000000019.jpg,flip__0039,training,flip,16,8,24
testing/flip/0040_000000028.jpg,flip__0040,testing,flip,training/notflip/0032_000000009.jpg,notflip__0032,training,notflip,7,14,21
testing/flip/0041_000000010.jpg,flip__0041,testing,flip,testing/notflip/0033_000000008.jpg,notflip__0033,testing,notflip,7,8,15
testing/flip/0041_000000015.jpg,flip__0041,testing,flip,training/notflip/0027_000000018.jpg,notflip__0027,training,notflip,9,10,19
testing/flip/0041_000000018.jpg,flip__0041,testing,flip,training/notflip/0027_000000020.jpg,notflip__0027,training,notflip,8,8,16
testing/flip/0041_000000019.jpg,flip__0041,testing,flip,testing/notflip/0033_000000002.jpg,notflip__0033,testing,notflip,10,8,18
testing/flip/0041_000000021.jpg,flip__0041,testing,flip,testing/notflip/0027_000000022.jpg,notflip__0027,testing,notflip,11,12,23
testing/flip/0041_000000022.jpg,flip__0041,testing,flip,testing/notflip/0027_000000022.jpg,notflip__0027,testing,notflip,13,12,25
testing/flip/0041_000000027.jpg,flip__0041,testing,flip,training/flip/0042_000000030.jpg,flip__0042,training,flip,17,10,27
testing/flip/0042_000000002.jpg,flip__0042,testing,flip,training/notflip/0033_000000020.jpg,notflip__0033,training,notflip,4,0,4
testing/flip/0042_000000004.jpg,flip__0042,testing,flip,training/notflip/0033_000000010.jpg,notflip__0033,training,notflip,9,4,13
testing/flip/0042_000000006.jpg,flip__0042,testing,flip,training/notflip/0033_000000010.jpg,notflip__0033,training,notflip,6,6,12
testing/flip/0042_000000011.jpg,flip__0042,testing,flip,training/notflip/0033_000000010.jpg,notflip__0033,training,notflip,9,6,15
testing/flip/0042_000000012.jpg,flip__0042,testing,flip,training/notflip/0033_000000009.jpg,notflip__0033,training,notflip,9,6,15
testing/flip/0042_000000027.jpg,flip__0042,testing,flip,training/flip/0041_000000026.jpg,flip__0041,training,flip,14,8,22
testing/flip/0043_000000015.jpg,flip__0043,testing,flip,training/flip/0044_000000016.jpg,flip__0044,training,flip,7,6,13
testing/flip/0043_000000023.jpg,flip__0043,testing,flip,testing/notflip/0038_000000005.jpg,notflip__0038,testing,notflip,9,8,17
testing/flip/0044_000000003.jpg,flip__0044,testing,flip,training/notflip/0035_000000017.jpg,notflip__0035,training,notflip,5,4,9
testing/flip/0044_000000007.jpg,flip__0044,testing,flip,testing/notflip/0035_000000015.jpg,notflip__0035,testing,notflip,9,2,11
testing/flip/0044_000000015.jpg,flip__0044,testing,flip,testing/flip/0046_000000010.jpg,flip__0046,testing,flip,7,2,9
testing/flip/0044_000000024.jpg,flip__0044,testing,flip,training/notflip/0036_000000009.jpg,notflip__0036,training,notflip,12,6,18
testing/flip/0044_000000025.jpg,flip__0044,testing,flip,training/flip/0048_000000030.jpg,flip__0048,training,flip,10,6,16
testing/flip/0045_000000027.jpg,flip__0045,testing,flip,testing/flip/0043_000000023.jpg,flip__0043,testing,flip,8,10,18
testing/flip/0046_000000006.jpg,flip__0046,testing,flip,testing/notflip/0037_000000028.jpg,notflip__0037,testing,notflip,5,4,9
testing/flip/0046_000000010.jpg,flip__0046,testing,flip,training/flip/0044_000000014.jpg,flip__0044,training,flip,6,0,6
testing/flip/0046_000000012.jpg,flip__0046,testing,flip,training/flip/0045_000000009.jpg,flip__0045,training,flip,4,4,8
testing/flip/0046_000000013.jpg,flip__0046,testing,flip,testing/notflip/0037_000000007.jpg,notflip__0037,testing,notflip,9,2,11
testing/flip/0046_000000016.jpg,flip__0046,testing,flip,training/flip/0036_000000021.jpg,flip__0036,training,flip,9,4,13
testing/flip/0046_000000018.jpg,flip__0046,testing,flip,training/flip/0044_000000022.jpg,flip__0044,training,flip,7,4,11
testing/flip/0046_000000019.jpg,flip__0046,testing,flip,training/notflip/0037_000000003.jpg,notflip__0037,training,notflip,10,8,18
testing/flip/0046_000000023.jpg,flip__0046,testing,flip,testing/notflip/0038_000000008.jpg,notflip__0038,testing,notflip,8,10,18
testing/flip/0046_000000025.jpg,flip__0046,testing,flip,training/notflip/0038_000000002.jpg,notflip__0038,training,notflip,11,6,17
testing/flip/0047_000000010.jpg,flip__0047,testing,flip,training/flip/0045_000000019.jpg,flip__0045,training,flip,2,6,8
testing/flip/0047_000000015.jpg,flip__0047,testing,flip,training/flip/0037_000000005.jpg,flip__0037,training,flip,7,8,15
testing/flip/0047_000000021.jpg,flip__0047,testing,flip,training/flip/0038_000000025.jpg,flip__0038,training,flip,6,6,12
testing/flip/0047_000000026.jpg,flip__0047,testing,flip,training/flip/0046_000000022.jpg,flip__0046,training,flip,8,14,22
testing/flip/0048_000000010.jpg,flip__0048,testing,flip,testing/notflip/0039_000000022.jpg,notflip__0039,testing,notflip,1,4,5
testing/flip/0048_000000011.jpg,flip__0048,testing,flip,testing/notflip/0039_000000022.jpg,notflip__0039,testing,notflip,2,4,6
testing/flip/0049_000000017.jpg,flip__0049,testing,flip,testing/notflip/0041_000000014.jpg,notflip__0041,testing,notflip,8,4,12
testing/flip/0049_000000019.jpg,flip__0049,testing,flip,training/flip/0061_000000015.jpg,flip__0061,training,flip,6,4,10
testing/flip/0049_000000023.jpg,flip__0049,testing,flip,testing/flip/0052_000000017.jpg,flip__0052,testing,flip,9,6,15
testing/flip/0049_000000025.jpg,flip__0049,testing,flip,training/flip/0056_000000024.jpg,flip__0056,training,flip,8,10,18
testing/flip/0049_000000027.jpg,flip__0049,testing,flip,training/notflip/0043_000000002.jpg,notflip__0043,training,notflip,10,4,14
