path,extension,size_bytes,is_image_extension
testing/flip/0042_000000012.jpg,.jpg,171098,True
testing/flip/0042_000000027.jpg,.jpg,221130,True
testing/flip/0043_000000015.jpg,.jpg,217505,True
testing/flip/0043_000000023.jpg,.jpg,278727,True
testing/flip/0044_000000003.jpg,.jpg,187598,True
testing/flip/0044_000000007.jpg,.jpg,189758,True
testing/flip/0044_000000015.jpg,.jpg,193065,True
testing/flip/0044_000000024.jpg,.jpg,196762,True
testing/flip/0044_000000025.jpg,.jpg,195815,True
testing/flip/0045_000000027.jpg,.jpg,261807,True
testing/flip/0046_000000006.jpg,.jpg,287753,True
testing/flip/0046_000000010.jpg,.jpg,252185,True
testing/flip/0046_000000012.jpg,.jpg,247451,True
testing/flip/0046_000000013.jpg,.jpg,261063,True
testing/flip/0046_000000016.jpg,.jpg,282241,True
testing/flip/0046_000000018.jpg,.jpg,274584,True
testing/flip/0046_000000019.jpg,.jpg,279133,True
testing/flip/0046_000000023.jpg,.jpg,295831,True
testing/flip/0046_000000025.jpg,.jpg,335239,True
testing/flip/0047_000000010.jpg,.jpg,366453,True
testing/flip/0047_000000015.jpg,.jpg,342427,True
testing/flip/0047_000000021.jpg,.jpg,326893,True
testing/flip/0047_000000026.jpg,.jpg,298807,True
testing/flip/0048_000000010.jpg,.jpg,360211,True
testing/flip/0048_000000011.jpg,.jpg,364029,True
testing/flip/0049_000000017.jpg,.jpg,281829,True
testing/flip/0049_000000019.jpg,.jpg,285529,True
testing/flip/0049_000000023.jpg,.jpg,293559,True
testing/flip/0049_000000025.jpg,.jpg,306315,True
testing/flip/0049_000000027.jpg,.jpg,303015,True
testing/flip/0050_000000023.jpg,.jpg,269778,True
testing/flip/0050_000000024.jpg,.jpg,288748,True
testing/flip/0051_000000021.jpg,.jpg,247895,True
testing/flip/0051_000000022.jpg,.jpg,253640,True
testing/flip/0052_000000017.jpg,.jpg,310872,True
testing/flip/0052_000000018.jpg,.jpg,319845,True
testing/flip/0052_000000021.jpg,.jpg,341446,True
testing/flip/0053_000000008.jpg,.jpg,358055,True
testing/flip/0053_000000012.jpg,.jpg,349077,True
testing/flip/0053_000000015.jpg,.jpg,332106,True
testing/flip/0053_000000018.jpg,.jpg,307656,True
testing/flip/0054_000000010.jpg,.jpg,338709,True
testing/flip/0054_000000011.jpg,.jpg,338918,True
testing/flip/0054_000000015.jpg,.jpg,315858,True
testing/flip/0054_000000019.jpg,.jpg,320286,True
testing/flip/0054_000000024.jpg,.jpg,343860,True
testing/flip/0054_000000027.jpg,.jpg,304240,True
testing/flip/0055_000000015.jpg,.jpg,267467,True
testing/flip/0055_000000024.jpg,.jpg,263498,True
testing/flip/0055_000000027.jpg,.jpg,255825,True
testing/flip/0055_000000028.jpg,.jpg,249086,True
testing/flip/0056_000000016.jpg,.jpg,284203,True
testing/flip/0056_000000030.jpg,.jpg,292179,True
testing/flip/0057_000000019.jpg,.jpg,277979,True
testing/flip/0057_000000030.jpg,.jpg,271223,True
testing/flip/0058_000000003.jpg,.jpg,308465,True
testing/flip/0058_000000004.jpg,.jpg,323060,True
testing/flip/0058_000000006.jpg,.jpg,338354,True
testing/flip/0058_000000019.jpg,.jpg,296223,True
testing/flip/0058_000000021.jpg,.jpg,293392,True
testing/flip/0058_000000027.jpg,.jpg,269892,True
testing/flip/0059_000000015.jpg,.jpg,292554,True
testing/flip/0059_000000016.jpg,.jpg,296564,True
testing/flip/0059_000000017.jpg,.jpg,299593,True
testing/flip/0059_000000020.jpg,.jpg,309609,True
testing/flip/0059_000000028.jpg,.jpg,301941,True
testing/flip/0060_000000004.jpg,.jpg,333915,True
testing/flip/0060_000000006.jpg,.jpg,327110,True
testing/flip/0060_000000008.jpg,.jpg,327895,True
testing/flip/0060_000000013.jpg,.jpg,314370,True
testing/flip/0060_000000032.jpg,.jpg,289366,True
testing/flip/0060_000000037.jpg,.jpg,294995,True
testing/flip/0060_000000038.jpg,.jpg,303170,True
testing/flip/0060_000000043.jpg,.jpg,308903,True
testing/flip/0060_000000044.jpg,.jpg,310461,True
testing/flip/0060_000000052.jpg,.jpg,272296,True
testing/flip/0060_000000053.jpg,.jpg,253956,True
testing/flip/0060_000000055.jpg,.jpg,251567,True
testing/flip/0061_000000010.jpg,.jpg,244264,True
testing/flip/0061_000000011.jpg,.jpg,234009,True
testing/flip/0061_000000018.jpg,.jpg,249041,True
testing/flip/0061_000000026.jpg,.jpg,296093,True
testing/flip/0061_000000027.jpg,.jpg,287707,True
testing/flip/0061_000000029.jpg,.jpg,284432,True
testing/flip/0062_000000003.jpg,.jpg,264637,True
testing/flip/0062_000000006.jpg,.jpg,262613,True
testing/flip/0062_000000009.jpg,.jpg,264715,True
testing/flip/0062_000000011.jpg,.jpg,261133,True
testing/flip/0062_000000012.jpg,.jpg,262339,True
testing/flip/0062_000000013.jpg,.jpg,263199,True
testing/flip/0062_000000018.jpg,.jpg,268945,True
testing/flip/0062_000000020.jpg,.jpg,265450,True
testing/flip/0063_000000011.jpg,.jpg,295577,True
testing/flip/0063_000000014.jpg,.jpg,280505,True
testing/flip/0063_000000023.jpg,.jpg,294382,True
testing/flip/0064_000000027.jpg,.jpg,308735,True
testing/flip/0065_000000001.jpg,.jpg,312806,True
testing/flip/0065_000000005.jpg,.jpg,318792,True
testing/flip/0065_000000016.jpg,.jpg,301472,True
testing/flip/0065_000000023.jpg,.jpg,284840,True
testing/flip/0065_000000025.jpg,.jpg,274248,True
testing/flip/0065_000000026.jpg,.jpg,271584,True
testing/notflip/0001_000000002.jpg,.jpg,357497,True
testing/notflip/0001_000000004.jpg,.jpg,357398,True
testing/notflip/0001_000000009.jpg,.jpg,374314,True
testing/notflip/0001_000000014.jpg,.jpg,383378,True
testing/notflip/0001_000000024.jpg,.jpg,385515,True
testing/notflip/0002_000000003.jpg,.jpg,335533,True
testing/notflip/0002_000000006.jpg,.jpg,320528,True
testing/notflip/0002_000000008.jpg,.jpg,299140,True
testing/notflip/0002_000000012.jpg,.jpg,335377,True
testing/notflip/0002_000000015.jpg,.jpg,347215,True
testing/notflip/0002_000000026.jpg,.jpg,351886,True
testing/notflip/0002_000000027.jpg,.jpg,354031,True
testing/notflip/0002_000000028.jpg,.jpg,353519,True
testing/notflip/0003_000000004.jpg,.jpg,366683,True
testing/notflip/0003_000000018.jpg,.jpg,367192,True
testing/notflip/0003_000000025.jpg,.jpg,355851,True
testing/notflip/0003_000000030.jpg,.jpg,324491,True
testing/notflip/0004_000000002.jpg,.jpg,413995,True
testing/notflip/0004_000000004.jpg,.jpg,414373,True
testing/notflip/0004_000000010.jpg,.jpg,394309,True
testing/notflip/0004_000000012.jpg,.jpg,379989,True
testing/notflip/0004_000000015.jpg,.jpg,375478,True
testing/notflip/0004_000000016.jpg,.jpg,379327,True
testing/notflip/0004_000000020.jpg,.jpg,397665,True
testing/notflip/0004_000000023.jpg,.jpg,406099,True
testing/notflip/0004_000000029.jpg,.jpg,404794,True
testing/notflip/0005_000000005.jpg,.jpg,332361,True
testing/notflip/0005_000000009.jpg,.jpg,338157,True
testing/notflip/0005_000000012.jpg,.jpg,346534,True
testing/notflip/0005_000000018.jpg,.jpg,372752,True
testing/notflip/0005_000000022.jpg,.jpg,303732,True
testing/notflip/0006_000000009.jpg,.jpg,396169,True
testing/notflip/0006_000000015.jpg,.jpg,397194,True
testing/notflip/0006_000000016.jpg,.jpg,397395,True
testing/notflip/0006_000000019.jpg,.jpg,378293,True
testing/notflip/0006_000000021.jpg,.jpg,377855,True
testing/notflip/0006_000000023.jpg,.jpg,376523,True
testing/notflip/0006_000000025.jpg,.jpg,383186,True
testing/notflip/0006_000000027.jpg,.jpg,382440,True
testing/notflip/0006_000000028.jpg,.jpg,380663,True
testing/notflip/0006_000000029.jpg,.jpg,381012,True
testing/notflip/0007_000000010.jpg,.jpg,234012,True
testing/notflip/0007_000000025.jpg,.jpg,304169,True
testing/notflip/0008_000000008.jpg,.jpg,270239,True
testing/notflip/0008_000000009.jpg,.jpg,265673,True
testing/notflip/0008_000000012.jpg,.jpg,252498,True
testing/notflip/0008_000000013.jpg,.jpg,246595,True
testing/notflip/0008_000000020.jpg,.jpg,225853,True
testing/notflip/0008_000000023.jpg,.jpg,233879,True
testing/notflip/0009_000000002.jpg,.jpg,246720,True
testing/notflip/0009_000000003.jpg,.jpg,245949,True
testing/notflip/0009_000000004.jpg,.jpg,244935,True
testing/notflip/0009_000000005.jpg,.jpg,243641,True
testing/notflip/0009_000000012.jpg,.jpg,233751,True
testing/notflip/0009_000000015.jpg,.jpg,238383,True
testing/notflip/0009_000000017.jpg,.jpg,240732,True
testing/notflip/0009_000000027.jpg,.jpg,310761,True
testing/notflip/0010_000000007.jpg,.jpg,294072,True
testing/notflip/0010_000000009.jpg,.jpg,286182,True
testing/notflip/0010_000000026.jpg,.jpg,284660,True
testing/notflip/0011_000000017.jpg,.jpg,332057,True
testing/notflip/0011_000000018.jpg,.jpg,329927,True
testing/notflip/0011_000000027.jpg,.jpg,348758,True
testing/notflip/0015_000000002.jpg,.jpg,333406,True
testing/notflip/0015_000000003.jpg,.jpg,320235,True
testing/notflip/0015_000000004.jpg,.jpg,317903,True
testing/notflip/0015_000000005.jpg,.jpg,308634,True
testing/notflip/0015_000000018.jpg,.jpg,297679,True
testing/notflip/0015_000000021.jpg,.jpg,324570,True
testing/notflip/0016_000000001.jpg,.jpg,367326,True
testing/notflip/0016_000000014.jpg,.jpg,409312,True
testing/notflip/0016_000000020.jpg,.jpg,430350,True
testing/notflip/0016_000000023.jpg,.jpg,431399,True
testing/notflip/0016_000000025.jpg,.jpg,429768,True
testing/notflip/0019_000000002.jpg,.jpg,425725,True
testing/notflip/0019_000000004.jpg,.jpg,431948,True
testing/notflip/0019_000000012.jpg,.jpg,440656,True
testing/notflip/0019_000000015.jpg,.jpg,448282,True
testing/notflip/0019_000000024.jpg,.jpg,449466,True
testing/notflip/0019_000000025.jpg,.jpg,452330,True
testing/notflip/0019_000000027.jpg,.jpg,455941,True
testing/notflip/0020_000000004.jpg,.jpg,387801,True
testing/notflip/0020_000000010.jpg,.jpg,400582,True
testing/notflip/0020_000000016.jpg,.jpg,401605,True
testing/notflip/0020_000000019.jpg,.jpg,400350,True
testing/notflip/0021_000000024.jpg,.jpg,258115,True
testing/notflip/0021_000000026.jpg,.jpg,241977,True
testing/notflip/0023_000000014.jpg,.jpg,333495,True
testing/notflip/0023_000000020.jpg,.jpg,413478,True
testing/notflip/0023_000000024.jpg,.jpg,389663,True
testing/notflip/0023_000000029.jpg,.jpg,336161,True
testing/notflip/0023_000000030.jpg,.jpg,367295,True
testing/notflip/0024_000000002.jpg,.jpg,393450,True
testing/notflip/0024_000000004.jpg,.jpg,399344,True
testing/notflip/0024_000000006.jpg,.jpg,401796,True
testing/notflip/0024_000000007.jpg,.jpg,402228,True
testing/notflip/0024_000000019.jpg,.jpg,408082,True
testing/notflip/0024_000000020.jpg,.jpg,407557,True
testing/notflip/0024_000000022.jpg,.jpg,402569,True
testing/notflip/0024_000000024.jpg,.jpg,396648,True
testing/notflip/0024_000000025.jpg,.jpg,397479,True
testing/notflip/0025_000000010.jpg,.jpg,292741,True
testing/notflip/0025_000000011.jpg,.jpg,271704,True
testing/notflip/0025_000000013.jpg,.jpg,272359,True
testing/notflip/0025_000000018.jpg,.jpg,375733,True
testing/notflip/0025_000000021.jpg,.jpg,401231,True
testing/notflip/0025_000000022.jpg,.jpg,401694,True
testing/notflip/0025_000000025.jpg,.jpg,405290,True
testing/notflip/0026_000000004.jpg,.jpg,303057,True
testing/notflip/0026_000000005.jpg,.jpg,286810,True
testing/notflip/0026_000000010.jpg,.jpg,271237,True
testing/notflip/0026_000000014.jpg,.jpg,332107,True
testing/notflip/0026_000000024.jpg,.jpg,334825,True
testing/notflip/0026_000000029.jpg,.jpg,340157,True
testing/notflip/0027_000000001.jpg,.jpg,143466,True
testing/notflip/0027_000000004.jpg,.jpg,155542,True
testing/notflip/0027_000000010.jpg,.jpg,172075,True
testing/notflip/0027_000000013.jpg,.jpg,174284,True
testing/notflip/0027_000000017.jpg,.jpg,176940,True
testing/notflip/0027_000000022.jpg,.jpg,177701,True
testing/notflip/0027_000000023.jpg,.jpg,181859,True
testing/notflip/0028_000000004.jpg,.jpg,437572,True
testing/notflip/0028_000000024.jpg,.jpg,468491,True
testing/notflip/0029_000000001.jpg,.jpg,368886,True
testing/notflip/0029_000000003.jpg,.jpg,373179,True
testing/notflip/0029_000000004.jpg,.jpg,364371,True
testing/notflip/0029_000000005.jpg,.jpg,362109,True
testing/notflip/0029_000000013.jpg,.jpg,365295,True
testing/notflip/0029_000000017.jpg,.jpg,270212,True
testing/notflip/0029_000000018.jpg,.jpg,276996,True
testing/notflip/0029_000000019.jpg,.jpg,278763,True
testing/notflip/0029_000000025.jpg,.jpg,326796,True
testing/notflip/0030_000000001.jpg,.jpg,369411,True
testing/notflip/0030_000000004.jpg,.jpg,353133,True
testing/notflip/0030_000000007.jpg,.jpg,286563,True
testing/notflip/0030_000000018.jpg,.jpg,430483,True
testing/notflip/0030_000000022.jpg,.jpg,433121,True
testing/notflip/0030_000000023.jpg,.jpg,433629,True
testing/notflip/0030_000000024.jpg,.jpg,434321,True
testing/notflip/0030_000000028.jpg,.jpg,434711,True
testing/notflip/0031_000000004.jpg,.jpg,307734,True
testing/notflip/0031_000000008.jpg,.jpg,335156,True
testing/notflip/0031_000000010.jpg,.jpg,341786,True
testing/notflip/0031_000000015.jpg,.jpg,348859,True
testing/notflip/0031_000000016.jpg,.jpg,351259,True
testing/notflip/0031_000000017.jpg,.jpg,353647,True
testing/notflip/0031_000000019.jpg,.jpg,355705,True
testing/notflip/0031_000000020.jpg,.jpg,354155,True
testing/notflip/0032_000000003.jpg,.jpg,305647,True
testing/notflip/0032_000000007.jpg,.jpg,302764,True
testing/notflip/0032_000000008.jpg,.jpg,293503,True
testing/notflip/0032_000000010.jpg,.jpg,290779,True
testing/notflip/0032_000000015.jpg,.jpg,259668,True
testing/notflip/0032_000000029.jpg,.jpg,316853,True
testing/notflip/0033_000000002.jpg,.jpg,163523,True
testing/notflip/0033_000000005.jpg,.jpg,155238,True
testing/notflip/0033_000000006.jpg,.jpg,153186,True
testing/notflip/0033_000000008.jpg,.jpg,148832,True
testing/notflip/0033_000000015.jpg,.jpg,163018,True
testing/notflip/0033_000000019.jpg,.jpg,169302,True
testing/notflip/0033_000000025.jpg,.jpg,173981,True
testing/notflip/0033_000000027.jpg,.jpg,175643,True
testing/notflip/0034_000000008.jpg,.jpg,216185,True
testing/notflip/0034_000000017.jpg,.jpg,215621,True
testing/notflip/0034_000000025.jpg,.jpg,189644,True
testing/notflip/0034_000000030.jpg,.jpg,183505,True
testing/notflip/0035_000000009.jpg,.jpg,199806,True
testing/notflip/0035_000000011.jpg,.jpg,200499,True
testing/notflip/0035_000000015.jpg,.jpg,230391,True
testing/notflip/0035_000000016.jpg,.jpg,234446,True
testing/notflip/0035_000000026.jpg,.jpg,198828,True
testing/notflip/0036_000000001.jpg,.jpg,195106,True
testing/notflip/0036_000000004.jpg,.jpg,201898,True
testing/notflip/0036_000000005.jpg,.jpg,202771,True
testing/notflip/0036_000000014.jpg,.jpg,225977,True
testing/notflip/0036_000000020.jpg,.jpg,209760,True
testing/notflip/0036_000000025.jpg,.jpg,213530,True
testing/notflip/0036_000000028.jpg,.jpg,231935,True
testing/notflip/0036_000000030.jpg,.jpg,233425,True
testing/notflip/0037_000000002.jpg,.jpg,181063,True
testing/notflip/0037_000000004.jpg,.jpg,173116,True
testing/notflip/0037_000000007.jpg,.jpg,184036,True
testing/notflip/0037_000000008.jpg,.jpg,183223,True
testing/notflip/0037_000000010.jpg,.jpg,184293,True
testing/notflip/0037_000000014.jpg,.jpg,186064,True
testing/notflip/0037_000000015.jpg,.jpg,189101,True
testing/notflip/0037_000000018.jpg,.jpg,194028,True
testing/notflip/0037_000000019.jpg,.jpg,198227,True
testing/notflip/0037_000000025.jpg,.jpg,232400,True
testing/notflip/0037_000000028.jpg,.jpg,278285,True
testing/notflip/0038_000000005.jpg,.jpg,335518,True
testing/notflip/0038_000000008.jpg,.jpg,325594,True
testing/notflip/0038_000000009.jpg,.jpg,314470,True
testing/notflip/0038_000000010.jpg,.jpg,308540,True
testing/notflip/0038_000000011.jpg,.jpg,305693,True
testing/notflip/0038_000000020.jpg,.jpg,265411,True
testing/notflip/0038_000000022.jpg,.jpg,310799,True
testing/notflip/0038_000000023.jpg,.jpg,316910,True
testing/notflip/0039_000000003.jpg,.jpg,327747,True
testing/notflip/0039_000000022.jpg,.jpg,329773,True
testing/notflip/0039_000000026.jpg,.jpg,366986,True
testing/notflip/0040_000000004.jpg,.jpg,399170,True
testing/notflip/0040_000000005.jpg,.jpg,385054,True
testing/notflip/0040_000000006.jpg,.jpg,392326,True
testing/notflip/0040_000000007.jpg,.jpg,396083,True
testing/notflip/0040_000000011.jpg,.jpg,406142,True
testing/notflip/0040_000000012.jpg,.jpg,408807,True
testing/notflip/0040_000000014.jpg,.jpg,415426,True
testing/notflip/0040_000000016.jpg,.jpg,420327,True
testing/notflip/0040_000000017.jpg,.jpg,423745,True
testing/notflip/0040_000000018.jpg,.jpg,429625,True
testing/notflip/0041_000000001.jpg,.jpg,267464,True
testing/notflip/0041_000000003.jpg,.jpg,267487,True
testing/notflip/0041_000000006.jpg,.jpg,281659,True
testing/notflip/0041_000000011.jpg,.jpg,291135,True
testing/notflip/0041_000000014.jpg,.jpg,305702,True
testing/notflip/0041_000000015.jpg,.jpg,308409,True
testing/notflip/0041_000000021.jpg,.jpg,318662,True
testing/notflip/0041_000000022.jpg,.jpg,321193,True
