dedup_group_id,keep,path,label,video_id,sequence_id,frame_num,split,sha256
1,0,training/notflip/0002_000000020.jpg,notflip,0002,notflip__0002,20,training,804d1ce9b34f2e8f2deabf8d12abb412d0b62c29682d683c5f80c8e9ad18c0e8
1,0,training/notflip/0002_000000021.jpg,notflip,0002,notflip__0002,21,training,c3d885421cb215e2956fd1ea415def769611a19aeec7697def1beff105b8db33
1,0,training/notflip/0002_000000022.jpg,notflip,0002,notflip__0002,22,training,7c7862527099a79a837f4164c192ab03490c9c19925af16c81d3647ab140a35d
1,0,training/notflip/0002_000000023.jpg,notflip,0002,notflip__0002,23,training,6ece74bbae98be630a260bfba5885558cf26a24056a3270d9ce0f4f268d5fdd9
1,0,training/notflip/0002_000000024.jpg,notflip,0002,notflip__0002,24,training,fbc36a0b816f5c795ea3e28c684423479cc0d1fb505ece3e371991a9bcaf3043
1,0,training/notflip/0002_000000025.jpg,notflip,0002,notflip__0002,25,training,86b50ae708b998ffbbdd8848f5227e51061a17fc0c018a4dc54f4efd0cb291d5
1,0,testing/notflip/0002_000000026.jpg,notflip,0002,notflip__0002,26,testing,55332355d21f291149c0be63e648abe9cd819803b0ee586c8bdd83e4c5bf854a
1,0,testing/notflip/0002_000000027.jpg,notflip,0002,notflip__0002,27,testing,9b30f962f566ddde52c6cdaee0821e0c1e247e4859baf496367b20123871bca4
1,0,testing/notflip/0002_000000028.jpg,notflip,0002,notflip__0002,28,testing,942dc846cbd98c47164359e993505a7d81396b5f136248a8278a89956a3cf295
1,0,training/notflip/0002_000000029.jpg,notflip,0002,notflip__0002,29,training,e0c2029c0d7379064fbc8f66324c667472ed2bbc1b00ee3baa579b7509287b53
1,0,training/notflip/0002_000000030.jpg,notflip,0002,notflip__0002,30,training,37fa9a0d734a3746a7945f0e02ecb9b04a73c2f7e07b9a3cd5de849225372c76
2,1,testing/notflip/0009_000000005.jpg,notflip,0009,notflip__0009,5,testing,cfb9669f511ea31ade99b76fdec844bb537f7657f462a9c62ba2d3936013a985
2,0,training/notflip/0009_000000006.jpg,notflip,0009,notflip__0009,6,training,0a633dcec6dede818ab68a3785d367c916886256b2114afcb55225bf5449a5fb
2,0,training/notflip/0009_000000007.jpg,notflip,0009,notflip__0009,7,training,b4a27dd3048c3539b75d2a540271c2137104f190779ad75158dcf2c2b8f40700
2,0,training/notflip/0009_000000008.jpg,notflip,0009,notflip__0009,8,training,13c87495d4b5fa2e27f8b83f26e91be67e16efa973eb02cb7b93a36ec2284bba
2,0,training/notflip/0009_000000009.jpg,notflip,0009,notflip__0009,9,training,0e2ec2c9d07aca938016533d8b0176709fa1bf01c7777897a6cfa65fa4d327de
2,0,training/notflip/0009_000000010.jpg,notflip,0009,notflip__0009,10,training,a8ef4c8629cfe550bc882af90eb65fd59ccf3509254bf57c1712e3186206e4fb
2,0,training/notflip/0009_000000011.jpg,notflip,0009,notflip__0009,11,training,3f266a513daa1b7b46793dc3e5ff6c9126678658230c94b2882dcf714b6e4bc9
2,0,testing/notflip/0009_000000012.jpg,notflip,0009,notflip__0009,12,testing,486b8fa03527ef702642bbf9b1b24a25a5de1fc4a50dfa7c55668e8725d35e4d
2,0,training/notflip/0009_000000013.jpg,notflip,0009,notflip__0009,13,training,5fd8d2127b25e1186896f56b394cd9ad82bb81ec27992c03ded22ae35b613969
2,0,training/notflip/0009_000000014.jpg,notflip,0009,notflip__0009,14,training,1ad4f123162b0a3c7df5416557a3329ae8e8d625bd53b569837163a9737fdbd0
2,0,testing/notflip/0009_000000015.jpg,notflip,0009,notflip__0009,15,testing,4d8851b49880efbbb75edae87ae49c8bad6ea53d0335f6fd12575ee06426d4e7
2,0,training/notflip/0009_000000016.jpg,notflip,0009,notflip__0009,16,training,14c77641d5a27c42d59e6e9b0dcd01d918fcd8cb0e2edf0df70aa5e22f7c2930
2,0,testing/notflip/0009_000000017.jpg,notflip,0009,notflip__0009,17,testing,521c0d81b9f3e53c4244cd3c5d1fa4654f831ae46280515e5c61c49e01957b4a
2,0,training/notflip/0009_000000018.jpg,notflip,0009,notflip__0009,18,training,8cc6b5f2d91715ccea439f43754f4bca36f95d09b54009d1436fe6c5071fcd41
2,0,training/notflip/0009_000000019.jpg,notflip,0009,notflip__0009,19,training,399c461714a27793fb907648e9bc8ecfbc378cea61733af51761a0a989cd514c
2,0,training/notflip/0009_000000020.jpg,notflip,0009,notflip__0009,20,training,3128edb253969afa581c6da433d2fe1fa5c92fe4de70df2b2b0b41d686f8da30
2,0,training/notflip/0009_000000021.jpg,notflip,0009,notflip__0009,21,training,487e01c6796166c964c95e83d80c641acf3bd193e96c5be1bbd1f7533d6c695a
2,0,training/notflip/0009_000000022.jpg,notflip,0009,notflip__0009,22,training,50e2357755263b5a7f5c92638f225979f593bc885a4b5e81c7f06e80632e9029
2,0,training/notflip/0009_000000023.jpg,notflip,0009,notflip__0009,23,training,a019e89463c662b8f997843c984a78644319ffa9e28f440f5bfe75dedbaa6192
2,0,training/notflip/0009_000000024.jpg,notflip,0009,notflip__0009,24,training,7a806436aa0c3cbbb9e7fb3f85f5b7ee30d8623b4a5e64b48a574b52fbb8d4c4
2,0,training/notflip/0009_000000025.jpg,notflip,0009,notflip__0009,25,training,1c4e72e9a872d7e5874d3aae2c5836500fe1aaa205788df41b1f90edd723357a
2,0,training/notflip/0009_000000026.jpg,notflip,0009,notflip__0009,26,training,9c486b1858624d561707576c077c251132911e460c15785ef7b5358e7595de69
2,0,testing/notflip/0009_000000027.jpg,notflip,0009,notflip__0009,27,testing,845a7ebe1e5fee6996ee868f7fd8454f1ad929b848d0f7b2ddbcd263a7ed7adc
2,0,training/notflip/0009_000000028.jpg,notflip,0009,notflip__0009,28,training,5aa81c571efc91491643148e70a86496d77de07929a880c6e6818b8fdc32ea87
2,0,training/notflip/0009_000000029.jpg,notflip,0009,notflip__0009,29,training,074d1d304cc477cffaa9467fcf6ee890dc15086d43994bc86cc7bd185dab0c06
2,0,training/notflip/0009_000000030.jpg,notflip,0009,notflip__0009,30,training,322fd1e10268f299243136a7255b36ac4a876f5bf3bf2e0cfbfb8d899bc13cff
3,1,training/notflip/0051_000000005.jpg,notflip,0051,notflip__0051,5,training,f85df6ec3190c90dc0b9bd8f9636a7c35a84bf3be884b9bbed3f0b73b5c952af
3,0,training/notflip/0051_000000006.jpg,notflip,0051,notflip__0051,6,training,5f2b74704a09af9b2708fef158a6452d2af6aeb109bf35521581ef088876c7eb
3,0,training/notflip/0051_000000007.jpg,notflip,0051,notflip__0051,7,training,1950573c6f2be5df876536f3e250c3c2a8964f93efc0df2663983d38f5cf7191
3,0,training/notflip/0051_000000008.jpg,notflip,0051,notflip__0051,8,training,92e8296f7b6606c5d222f7887a59b865409c2f6ec1899c21b6bad59780d5bef7
3,0,training/notflip/0051_000000009.jpg,notflip,0051,notflip__0051,9,training,c28437ca6d96cfa849518e67b815533d356c770241e7cfb180d27d95251c6aeb
3,0,training/notflip/0051_000000010.jpg,notflip,0051,notflip__0051,10,training,b97ac63ca70a180b358097fecf16fa4d824b9d72b144b51f7ad8445992fe0545
3,0,training/notflip/0051_000000011.jpg,notflip,0051,notflip__0051,11,training,495abd5262583f153b320c75aef222db6fe89e079442f03eac281c06debc2dda
3,0,testing/notflip/0051_000000012.jpg,notflip,0051,notflip__0051,12,testing,b0bddb7dbb7774a5798b17486db7d0d2b173980298493632f0b1693d3d8cd864
3,0,training/notflip/0051_000000013.jpg,notflip,0051,notflip__0051,13,training,1a4e2deb9813c183db46380b7c0a7a3ddfcd787010894adfeb57ae48818732c0
3,0,training/notflip/0051_000000014.jpg,notflip,0051,notflip__0051,14,training,19bfbf959af9e4bd340a950ea8c546e0352cc5ed2b2ca453679602d54fb38172
3,0,training/notflip/0051_000000015.jpg,notflip,0051,notflip__0051,15,training,61e21b368786895dc50b9cb1c1d902879914525c22a6ab0fe5eaf6cebef48257
3,0,training/notflip/0051_000000016.jpg,notflip,0051,notflip__0051,16,training,2cdb42f4fcf220a33cf0e5fc6fd2836deae626b1323b6ec109816d323655342b
3,0,training/notflip/0051_000000017.jpg,notflip,0051,notflip__0051,17,training,82e784067f98cc7f2915773ac027cb1501d36dd7230556ed62c215b2143e4185
3,0,training/notflip/0051_000000018.jpg,notflip,0051,notflip__0051,18,training,9917b8def71bf2721d518d3a23f77215b9dde95c3cb99664e0f0b3c4918a4ed0
3,0,training/notflip/0051_000000019.jpg,notflip,0051,notflip__0051,19,training,92f88da7d31c0fee48f2f312e06d0b9b72131c9f7444d9693173d0faab09ab5c
3,0,training/notflip/0051_000000020.jpg,notflip,0051,notflip__0051,20,training,4622d335dab8855d1072fb1f376a8b230f724306dc24654904d0e1b072feca5f
3,0,training/notflip/0051_000000021.jpg,notflip,0051,notflip__0051,21,training,9baf2e56c102d4afd91014460b5111ae8c38d8780f4825a22a81fdcb5b589eff
3,0,training/notflip/0051_000000022.jpg,notflip,0051,notflip__0051,22,training,124fdb4ed2cfde19297e850d38b47a3c08edb7b11849a1a15c1fec9f7d080565
3,0,training/notflip/0051_000000023.jpg,notflip,0051,notflip__0051,23,training,a27681ebaf968f248c061e156a7498bfda023e33f03f9412cabb6150066397bd
3,0,training/notflip/0051_000000024.jpg,notflip,0051,notflip__0051,24,training,d25bcddab2cbce6436392e76d35386cbc42f12ad415ae4152c23f2484f1e9fe0
3,0,testing/notflip/0051_000000025.jpg,notflip,0051,notflip__0051,25,testing,a3b2faeaa86a505819f20032e645f8aed56574a993916e13ce5a28215896beba
3,0,training/notflip/0051_000000026.jpg,notflip,0051,notflip__0051,26,training,bcbef5717fa6fac87b279e47e3a5d1eb2c897002a18eef0eccab3edd53f5dbdf
3,0,training/notflip/0051_000000027.jpg,notflip,0051,notflip__0051,27,training,df6edb31657efae256b3212a12f21a695253269afcc5628cde3cc05009d6792c
3,0,training/notflip/0051_000000028.jpg,notflip,0051,notflip__0051,28,training,9e917bde0f1508f2e59b9f93b03793009329e2084393aa213ec15e0ee1e09f07
3,0,training/notflip/0051_000000029.jpg,notflip,0051,notflip__0051,29,training,7c10ca42afa00ea8762d5b2f87b0d8516c9e32aa0f9d95adb2d2cc9f19961dd7
3,0,training/notflip/0051_000000030.jpg,notflip,0051,notflip__0051,30,training,c9f7206570a264ded6b167b0e267fe166881a773dffb8127528c1a1a8ca623ac
4,1,testing/notflip/0037_000000008.jpg,notflip,0037,notflip__0037,8,testing,490544f152c546c09ace3a34e8473e60cbc42049b029e9f6a34a84b6908c9740
4,0,training/notflip/0037_000000009.jpg,notflip,0037,notflip__0037,9,training,13582b822470d545c2acb7fe18a8e4a4bb3367a7c416e7ce55c7ca4b3ba2c2eb
4,0,testing/notflip/0037_000000010.jpg,notflip,0037,notflip__0037,10,testing,c99c28b89f3d2d496904610062241c7484c2592b1f1b0cdd8c9726d27e6bdc71
4,0,training/notflip/0037_000000011.jpg,notflip,0037,notflip__0037,11,training,dcf6fa99f2891cb7cb646f16643b100e14af23a4e9a71b5944ff1ea6b431a24b
4,0,training/notflip/0037_000000012.jpg,notflip,0037,notflip__0037,12,training,fc2abb52cebfa29729a275290302be1e1fb73ac8aa7e878108d1d0e701a71b04
4,0,training/notflip/0037_000000013.jpg,notflip,0037,notflip__0037,13,training,27cc5108af72f3c17e01e5fa3170ee3718a5a3e2ce035cd5a8db768afa0185e7
4,0,testing/notflip/0037_000000014.jpg,notflip,0037,notflip__0037,14,testing,bb994a12a1e04c7000a609aa0b78b7404043df4ecf74978113c6390c32a059d7
4,0,testing/notflip/0037_000000015.jpg,notflip,0037,notflip__0037,15,testing,962c1b2d842dd112807c3833d1bec3fd84c7130e673382ad393370f5211f5ea4
4,0,training/notflip/0037_000000016.jpg,notflip,0037,notflip__0037,16,training,e10f036df49499950e57fe54084f780e9a08f8b903c779cc0c75381a3d19d207
4,0,training/notflip/0037_000000017.jpg,notflip,0037,notflip__0037,17,training,7e5126f802d1fe41af1d15c87db8492d0249de69ef7330736ecaa66e4f7d0271
4,0,testing/notflip/0037_000000018.jpg,notflip,0037,notflip__0037,18,testing,79718976da6d8a16e22f9a702e4f1878c99d5613eb76c38fc17a9d9c60afeaa0
4,0,testing/notflip/0037_000000019.jpg,notflip,0037,notflip__0037,19,testing,8e4e193e42dde9d6d46d335e6cbf4b80e579a5f68b73cc9b375eba4fabd91df5
4,0,training/notflip/0037_000000020.jpg,notflip,0037,notflip__0037,20,training,ce08ea7356356fb8e3cbc2ef30845e285befe7e0a099d5251c48b20ed5b2e35a
4,0,training/notflip/0037_000000021.jpg,notflip,0037,notflip__0037,21,training,2d98500b09b153622e4b660b610f644d781d53f5202a7f2413bbb76cf7981c37
4,0,training/notflip/0037_000000022.jpg,notflip,0037,notflip__0037,22,training,2cc9cfe86a934ba41115cf34967d26e84773b27d0d0f3d1e2fbf69ea6db95c67
4,0,training/notflip/0037_000000023.jpg,notflip,0037,notflip__0037,23,training,be460b43c21d91b86a4d12c6f97ca72c226b3587d5fc2f17fef78c5117ba5141
4,0,training/notflip/0037_000000024.jpg,notflip,0037,notflip__0037,24,training,965d3eadcaf1f51c603d9ebb7fc8061f6e687c2602da3b98430e02fa9f335862
4,0,testing/notflip/0037_000000025.jpg,notflip,0037,notflip__0037,25,testing,d20a6daeff5e791f10711c624506de578f70bc304e6fdfadf106058a4a704857
4,0,training/notflip/0037_000000026.jpg,notflip,0037,notflip__0037,26,training,43ced34f517d8cf76e98a93b799112fb1f03329bf2de228e32dc8bfba68ecac4
4,0,training/notflip/0037_000000027.jpg,notflip,0037,notflip__0037,27,training,da542295717b5762e987c2391f5ab12e031fabb1bfe5700a99a7fe38fa33ccf7
4,0,testing/notflip/0037_000000028.jpg,notflip,0037,notflip__0037,28,testing,d28e7574fd05eab63ade4fa51f374261189eb60114ac5bb267611a9b5d8b20e1
4,0,training/notflip/0037_000000029.jpg,notflip,0037,notflip__0037,29,training,4cec39ab98298d46fa4bfeccbbf05f7d552617a4b5046de911098cde0bade030
4,0,training/notflip/0037_000000030.jpg,notflip,0037,notflip__0037,30,training,57d4f051bfcc439d387a1a4258bd236b10f65419284be09334fa6ea9bc24d445
5,1,training/notflip/0024_000000001.jpg,notflip,0024,notflip__0024,1,training,aafa1470add4eaadf2eba489f561db283fe121aee4833487cc555a33254ce555
5,0,testing/notflip/0024_000000002.jpg,notflip,0024,notflip__0024,2,testing,b855cc62af5d6e338db039cecf4fca4bd8e03b01edeac73459e81034f3ed5e0b
5,0,training/notflip/0024_000000003.jpg,notflip,0024,notflip__0024,3,training,3da7f679095ae603ae9d519e9054c31bab08b631964e42f9b2455803260b6c65
5,0,testing/notflip/0024_000000004.jpg,notflip,0024,notflip__0024,4,testing,b179fbc5f7f23800517bf2d3fc40e3580a3667a75c56663a489212a234c6b28c
5,0,training/notflip/0024_000000005.jpg,notflip,0024,notflip__0024,5,training,bee8457057b8cd6c36c7ff00397d3ce964700cf2d7ecbef2d27365bb49517657
5,0,testing/notflip/0024_000000006.jpg,notflip,0024,notflip__0024,6,testing,104fa974681bacccb73c037ff31c2508b8cca9363803db50e03a72051c43ea48
5,0,testing/notflip/0024_000000007.jpg,notflip,0024,notflip__0024,7,testing,b1b7fafd9675a182acf33dcac285d9489ce79a1fc7edeafebc8c8f2d17e0a679
5,0,training/notflip/0024_000000008.jpg,notflip,0024,notflip__0024,8,training,c131ddede9c0cb6e1d6926df1158db0bf36d8c345834ab45a718b5e1ee56ed38
5,0,training/notflip/0024_000000009.jpg,notflip,0024,notflip__0024,9,training,0d1850c6b658d4a905cc630ee76a8ff1fdac326354467a9f160e6507a66928d7
5,0,training/notflip/0024_000000010.jpg,notflip,0024,notflip__0024,10,training,a10074bff38d01f46112eb78f144e72b8364f67a764a1cd421de9dafb1753e35
5,0,training/notflip/0024_000000011.jpg,notflip,0024,notflip__0024,11,training,893eb02eac4ff274e9d1d27f38d1b26e7111cb4f1348ddf446359f4eee2d638a
5,0,training/notflip/0024_000000012.jpg,notflip,0024,notflip__0024,12,training,0a7f3a7dc9f747655fd43a04fe6a363b14a3388823873cbfd565e20a14c6ce46
5,0,training/notflip/0024_000000013.jpg,notflip,0024,notflip__0024,13,training,7eda9237a06e4a65863abe19d32ec11338ebcfcefe995e49258256dadfa6a2f2
5,0,training/notflip/0024_000000014.jpg,notflip,0024,notflip__0024,14,training,7877dd62ecc9eba47f6e057677cf1dbb379e676b75fe089f35ed97b5ec9637a2
5,0,training/notflip/0024_000000015.jpg,notflip,0024,notflip__0024,15,training,b1c69513a671499b4650cdc1c4602f23a60617a28a6302ac41777191d87f33c6
5,0,training/notflip/0024_000000016.jpg,notflip,0024,notflip__0024,16,training,d8e27087e7342fea3bc6cc1c705b9f2985e31439c0b54b7f3b6ea989fbe10f89
5,0,training/notflip/0024_000000017.jpg,notflip,0024,notflip__0024,17,training,dc99d9562e57b04847417a1fb38e8281da4a84dbe1e748a526ccad474c5bb4f0
5,0,training/notflip/0024_000000018.jpg,notflip,0024,notflip__0024,18,training,0186c3ae6128f86eb9c35eeba273a920c00ef070997b830ad295b2173eb32f6d
5,0,testing/notflip/0024_000000019.jpg,notflip,0024,notflip__0024,19,testing,c99cf3a30e6e3861e9d7a2e52832466f6c2af90b4e059f54fc193e539a777338
5,0,testing/notflip/0024_000000020.jpg,notflip,0024,notflip__0024,20,testing,21019e9da10df25b95001530a1e6dbb84d2ac128610baa00c033436954381f46
5,0,training/notflip/0024_000000021.jpg,notflip,0024,notflip__0024,21,training,a413f6e3991d8b4a6e6eb03d355c359042696981d92df4190d906ce16b423c47
5,0,testing/notflip/0024_000000022.jpg,notflip,0024,notflip__0024,22,testing,e06dfe4a6be7fae4972f2fa2bfc182b3372c937f529707e9c1cfc28ce3a71a80
6,1,training/notflip/0048_000000009.jpg,notflip,0048,notflip__0048,9,training,279bf0ea58dea2448dd831fa1fb2233837ff055ab22e7b350cc2cd556cba23ad
6,0,training/notflip/0048_000000010.jpg,notflip,0048,notflip__0048,10,training,2513db8369d13262fd4791eb601bbad462a12b24fabbac4216a4ddd7d5473b56
6,0,training/notflip/0048_000000011.jpg,notflip,0048,notflip__0048,11,training,d3b6dca9e16e26f00e6cf80ef38539a640275e6943af0483b5a05f99ff6d936a
6,0,training/notflip/0048_000000012.jpg,notflip,0048,notflip__0048,12,training,b35c8ebef4807bb40ae5257c5b281f50dc4d3029a1a50d855ce1e0a6f17b846a
6,0,training/notflip/0048_000000013.jpg,notflip,0048,notflip__0048,13,training,b259a4967c2aa09467694b6ece02fcfc7ce178bde33b7db539964f8baf40f0e5
6,0,training/notflip/0048_000000014.jpg,notflip,0048,notflip__0048,14,training,6d19c7789d879934680e80b4b1debc6832e26e3a21bd7b41da976a9a70b8541e
6,0,testing/notflip/0048_000000015.jpg,notflip,0048,notflip__0048,15,testing,f194bae26191bdeddc8dec88c6a52d84b425b773e0f3c769f44d59be3f1f58b6
6,0,training/notflip/0048_000000016.jpg,notflip,0048,notflip__0048,16,training,cc03f1e89fba4a58f029dc8391f0ede666e10c7a694b0be864182597b35980d3
6,0,training/notflip/0048_000000017.jpg,notflip,0048,notflip__0048,17,training,58d1a9ec85ba3c0ec71958113b93b3440be17f52a66827587e1d8f9da2ae4f50
6,0,training/notflip/0048_000000018.jpg,notflip,0048,notflip__0048,18,training,774a3d7dfc9ff99deef5338ec08456b6591c9d2204f6000b8c958eecad2a02b4
6,0,training/notflip/0048_000000019.jpg,notflip,0048,notflip__0048,19,training,8462d435174f97525b132294503a4a3f7d9d08247434889a9d93f8d59acadc3b
6,0,training/notflip/0048_000000020.jpg,notflip,0048,notflip__0048,20,training,613087b59d7737345a0ea688289afa839ea24a4adc8eefd20c4e183af1098be6
6,0,training/notflip/0048_000000021.jpg,notflip,0048,notflip__0048,21,training,5960af99c81cf179133dd3375a3872f8d96dd03886a07975f677c40e61a0e2c4
6,0,training/notflip/0048_000000022.jpg,notflip,0048,notflip__0048,22,training,4634fd917f8f9203bffd31f3b9592f2418cb7d1f5bf31317e4b676c123cc0018
6,0,training/notflip/0048_000000023.jpg,notflip,0048,notflip__0048,23,training,7eaa84d5e77262aa0fcc5e413bd8196c29e2657110ee3519f27a50569c529636
6,0,training/notflip/0048_000000024.jpg,notflip,0048,notflip__0048,24,training,a169c1bca6868d542b0771b07582f2f2e19e63d43fdcdf20cfff23ad66027bdd
6,0,testing/notflip/0048_000000025.jpg,notflip,0048,notflip__0048,25,testing,55815e60bedc3fbab8d48a3fbc3aa6b48ad19a7b4dbf9c41349cf3d40e522e5d
6,0,testing/notflip/0048_000000026.jpg,notflip,0048,notflip__0048,26,testing,cd4aa901bf90bc0ecb8d279bd63b91a1f78ff6dbef1501003717c120ec1d9155
6,0,training/notflip/0048_000000027.jpg,notflip,0048,notflip__0048,27,training,2a96866268248c6f6d4d9ca611c27846a91402654978ce546be4240876bcb1d9
6,0,training/notflip/0048_000000028.jpg,notflip,0048,notflip__0048,28,training,f349c9d6709cb4445146c586cd65ca9d9f73e59246123483ceab882bc7bb1b26
6,0,training/notflip/0048_000000029.jpg,notflip,0048,notflip__0048,29,training,ab7474f9dff98f78835a76d00c4f781a129f502f1b4a1b79baa56e8f95db7b4e
6,0,testing/notflip/0048_000000030.jpg,notflip,0048,notflip__0048,30,testing,8f37043b409a0691cd164224ee72e3eafbc72664236d620871bde6dff7bd20dd
7,1,training/notflip/0020_000000001.jpg,notflip,0020,notflip__0020,1,training,d9782496c54e2870fa78fd0875229ccb4a51e5b9c6b41b95d771278fbaed3314
7,0,training/notflip/0020_000000002.jpg,notflip,0020,notflip__0020,2,training,f1a1cee5f619eb17e55049d72224e487a3b5192150b5cae6b28c87be4b64de93
7,0,training/notflip/0020_000000003.jpg,notflip,0020,notflip__0020,3,training,ab48d0a046aa5b86eb3250ff8a84ca2d98bc0da8bf1aef6c6084321b37f9fff0
7,0,testing/notflip/0020_000000004.jpg,notflip,0020,notflip__0020,4,testing,2a49d096d8556011bb3f47e454b3df49faf4b710d7ae5caf5ebca655e8e44ea9
7,0,training/notflip/0020_000000005.jpg,notflip,0020,notflip__0020,5,training,f555fd89e9336ef57a24e058e4070c104eee4061030646ec75e0368df239e3b3
7,0,training/notflip/0020_000000006.jpg,notflip,0020,notflip__0020,6,training,36f5d6aa0ba51d19271049af3b416dadb52ffcd3624c8eae35edd7c3737c58de
7,0,training/notflip/0020_000000007.jpg,notflip,0020,notflip__0020,7,training,a47aeb43f8ae4f44f24e1f0a1a51e2f97b919c94618de39677ed16e103595d9a
7,0,training/notflip/0020_000000008.jpg,notflip,0020,notflip__0020,8,training,6fdf488d718e4410eb51d03f66e57aac1964bdcf81aabe7d53a96024139a1bb0
7,0,training/notflip/0020_000000009.jpg,notflip,0020,notflip__0020,9,training,419b90a81d5702a22599196a8e81eae60f22ca3ec77f91e974c26b87737e4f36
7,0,testing/notflip/0020_000000010.jpg,notflip,0020,notflip__0020,10,testing,5a92c7dd244ceb5250e1479c944e251aecb62473d299b45d817e9799bab77c1a
7,0,training/notflip/0020_000000011.jpg,notflip,0020,notflip__0020,11,training,83c5e71e80f2b7fc5945f7c08554a0061bee1eca84cb24866aff0927981c3897
7,0,training/notflip/0020_000000012.jpg,notflip,0020,notflip__0020,12,training,e3c5ddd3d7f62c4a5940e74a34aaa394a4a3a8f8df15372abd24cf00821c7ffb
7,0,training/notflip/0020_000000013.jpg,notflip,0020,notflip__0020,13,training,930f6579c33a74bd147946dfa208b39c24e3c8d9e8047514f1b0483485f1d917
7,0,training/notflip/0020_000000014.jpg,notflip,0020,notflip__0020,14,training,c2171ce1af996edfb3e188fac3bce0956678f0cc23e77759f5da3ab43c1e582b
7,0,training/notflip/0020_000000015.jpg,notflip,0020,notflip__0020,15,training,98460be13a3be3a88c927a79bfeb5dbc5afba33b7f5dc19e031fbbc0acc2bdfa
7,0,testing/notflip/0020_000000016.jpg,notflip,0020,notflip__0020,16,testing,b9c5f83661db21f0f4e56a55e345e69893e57db2ea437dcceaa660ab9770c8c1
7,0,training/notflip/0020_000000017.jpg,notflip,0020,notflip__0020,17,training,64d1b3f17e772cc9b9fcf76613539bd771847bed268b1adcc2bca594541060f1
7,0,training/notflip/0020_000000018.jpg,notflip,0020,notflip__0020,18,training,79ee0aa3240cc9089a4e7bbbffaddc78e39904ccb3601859464f188b03fa46d0
7,0,testing/notflip/0020_000000019.jpg,notflip,0020,notflip__0020,19,testing,94621e348ea5d4fbef3e9d63f1180b290ff35ca4fda840740e71b23a1f9ad5d0
7,0,training/notflip/0020_000000020.jpg,notflip,0020,notflip__0020,20,training,e9256b874741660ec9440051c160de1827aefd86beeb75a94223f870101478fb
